Bus_id,Zone_id,Load_share,egon_etrago_electricity_cts,egon_etrago_electricity_households,industry,PointCount,MeanMappedDistance_km,MaxMappedDistance_km,Source,Method
B292,50Hertz,0.005972039517860859,0.0026472898364829365,0.0030007522733571878,0.0003239974080207358,50.90644219310024,27.75984407252338,67.02251703881592,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B303,50Hertz,0.02702463360845935,0.014897906476127376,0.011457132489089122,0.0006695946432428541,116.3926050386871,6.874310104921355,23.984634227997052,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B305,50Hertz,0.002082151225651131,0.0007376594903225708,0.0012472925129223393,9.719922240622075e-05,43.14776302616692,15.813299459881044,52.08505410269279,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B306,50Hertz,0.0016589629320970128,0.000499661703546319,0.0008461037341306492,0.00031319749442004465,52.161854254104874,17.122171289752174,50.77510244372109,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B31,50Hertz,0.003919851704145645,0.0019241909547229408,0.0018660617862144096,0.00012959896320829432,25.177411854551742,19.253406834762377,42.468022129094614,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B317,50Hertz,0.018853728862161398,0.008633191897554416,0.009939739210989012,0.00028079775361797104,56.076526797555125,4.709169445474712,24.35944955400691,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B318,50Hertz,0.011125469305442698,0.0048342296820807805,0.005697244375323902,0.0005939952480380156,70.65084730405279,3.400850908862653,18.730412742246074,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B321,50Hertz,0.011249154029901308,0.0047541767651502745,0.004756191175039752,0.0017387860897112822,188.31544743387357,15.115374509721985,42.87617687253474,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B360,50Hertz,0.0019766738786586094,0.000909464207069385,0.0008944110539781653,0.0001727986176110591,30.795566254994725,15.575818116168993,42.04717231104464,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B366,50Hertz,0.005824235656248848,0.002427482990866397,0.0024355603549209353,0.0009611923104615162,110.64585600262947,10.994408997513041,27.372773629040136,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B372,50Hertz,0.0076386471216391486,0.003571433842933814,0.003214020104250731,0.0008531931744546043,98.66001801359688,12.3203559121168,38.51467914447478,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B390,50Hertz,0.004658848980987066,0.001712498317491275,0.002147157057044643,0.0007991936064511483,93.90279652737951,13.077523692612921,24.73687151487788,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B391,50Hertz,0.0029064920872822596,0.0012154565126406328,0.0015182369570305677,0.0001727986176110591,31.18924381986277,13.13798162023144,30.18731410326978,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B395,50Hertz,0.014791083471960759,0.004389886609428889,0.00578963375503673,0.00461156310749514,503.4163176627356,18.637321721735987,79.56107055222365,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B396,50Hertz,0.01703871166105061,0.00605498580651892,0.005875366721404757,0.005108359133126935,535.7327355187093,18.85467108409527,56.96410720550172,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B399,50Hertz,0.0035214374288273223,0.001393039239015249,0.001890800090596867,0.00023759809921520625,48.80252915689505,19.968103690818864,65.24683942755358,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B403,50Hertz,0.003533601836545458,0.0007126401799929669,0.001708570555681298,0.001112391100871193,119.41573875977912,12.424386441020939,35.31006153080047,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B406,50Hertz,0.0024143793507115144,0.0009750262247950887,0.0007481586554721894,0.0006911944704442364,90.71218785215632,15.659418132329144,48.39495930729984,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B408,50Hertz,0.012566102250254691,0.004281325837999587,0.005444399135273319,0.002840377276981784,306.0827333052374,8.351642069356512,39.62342605196061,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B432,50Hertz,0.03721706996845534,0.01723006145521133,0.017546228039487806,0.00244078047375621,299.99054803526536,8.8993571482277,40.7686427039644,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B436,50Hertz,0.0094140882149196,0.003801163247320177,0.004586933175533759,0.0010259917920656635,129.3668211342009,8.966221844707952,40.316544821020855,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B437,50Hertz,0.006874787333581926,0.0027199415236132504,0.0032260532403092334,0.0009287925696594428,109.81034322440111,8.71635689735015,38.818898301336276,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B439,50Hertz,0.039124767911584174,0.018250867881287373,0.01566834167476364,0.005205558355533156,588.6023880120584,13.254646255911561,58.04054263767706,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B444,50Hertz,0.0032567249125946378,0.0010326449046459427,0.0013492870062927088,0.0008747930016559868,95.58382499888774,16.362723652034106,41.225026604609766,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B45,50Hertz,0.010326283539938426,0.004527365590835332,0.004913325033846415,0.0008855929152566779,108.12243235975203,14.580937720492281,67.1698208291344,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B5,50Hertz,0.0017660121164400002,0.0007698392348858563,0.0009853729679534526,1.0799913600691194e-05,16.88457133603398,20.04213957221717,44.45903518538235,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B529,50Hertz,0.012811164476344155,0.005689004225138353,0.005253775198286225,0.0018683850529195765,209.28194493759318,16.07415650755399,66.1990494352203,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B530,50Hertz,0.007219796544265513,0.0034630192096969294,0.0031087825185271123,0.0006479948160414716,89.56689689449631,15.284559784405987,52.75737222489225,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B531,50Hertz,0.004542308622369623,0.0023629789620351954,0.0021253300923309722,5.399956800345597e-05,25.68525560965781,15.662256989286702,52.78617557541493,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B532,50Hertz,0.0008068309530639059,0.0003675728038787666,0.00038525858118168327,5.399956800345597e-05,15.1275307922379,16.981365209968104,35.44957344088283,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B536,50Hertz,0.004411250405460364,0.001907135000176744,0.0021801179972628843,0.0003239974080207358,46.47920103679765,18.584771450590235,54.09621136078214,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B537,50Hertz,0.004114373185410168,0.0017503426460131818,0.0022020318353866185,0.0001619987040103679,35.07535292343021,17.56221313660617,53.9634120708075,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B538,50Hertz,0.00842682476572768,0.0035945637513246937,0.003935868185545617,0.0008963928288573691,110.17473589119558,15.983294810796387,51.613260434476814,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B550,50Hertz,0.00397948719692,0.0014927119051875407,0.0015687826356737072,0.0009179926560587516,123.93224320378268,21.145106382741126,51.28542753598987,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B56,50Hertz,0.006031548763280427,0.0026491616948876072,0.0019567984731015823,0.0014255885952912377,155.47170120186308,10.362607212017753,44.19898758926729,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B566,50Hertz,0.01251914381840546,0.004977848457878005,0.005435312208392672,0.0021059831521347827,260.3322184343681,13.151923541929813,57.45333695861894,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B568,50Hertz,0.0019184417373723733,0.0004962013411215711,0.0009254443706190074,0.000496796025631795,67.9237159538113,15.724268645719981,55.14293622594875,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B569,50Hertz,0.010470041438953257,0.004381622210000397,0.0044252325344464145,0.001663186694506444,191.14938857556805,21.49948137414702,44.81281710920072,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B572,50Hertz,0.010139511427416686,0.0050361482780411785,0.004671366605347859,0.0004319965440276478,65.156570877196,5.9482260231463755,25.120482501464423,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B573,50Hertz,0.0033158875138517524,0.001179506091073984,0.0012939881619238552,0.0008423932608539131,102.89737095343159,10.722476743194505,47.02891013385332,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B574,50Hertz,0.0466142572274069,0.024831341729820246,0.02003332949427468,0.0017495860033119735,240.0094802767975,8.319523304536986,39.10928709609711,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B575,50Hertz,0.006109895359446132,0.0028610773129575623,0.002881620984065069,0.00036719706242350055,49.18255816681744,6.119765478163383,52.205043993915424,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B580,50Hertz,0.03238164970747582,0.016359511611687798,0.015784539996572818,0.00023759809921520625,69.3775035543228,4.547414864399068,29.757157111122606,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B597,50Hertz,0.009379482211146751,0.002720308608567501,0.0037323970167919365,0.002926776585787314,337.3432082511097,20.94090291547768,70.46777762079701,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B6,50Hertz,0.0020056748470007758,0.0007731051508791836,0.0007789733248925619,0.00045359637122903017,63.02177793248488,17.63445407489549,46.16428830708406,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B601,50Hertz,0.004443531903056037,0.0017376863349622346,0.0024790473824792872,0.00022679818561451508,45.145094192073124,11.75626122729369,44.136250482372766,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B602,50Hertz,0.005475809995674697,0.001929489733188712,0.002369129680010645,0.0011771905824753401,127.13062659738557,15.836779116850254,44.10791486970957,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B607,50Hertz,0.0047599659446750965,0.0008305123840484985,0.0009918770612385931,0.0029375764993880044,296.4906641098179,17.63860581135495,51.23021177575289,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B610,50Hertz,0.005938643401457205,0.0029208589459381747,0.002326589985074793,0.0006911944704442364,85.17108490768652,13.368417437678994,31.390575221034165,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B611,50Hertz,0.004246053084163479,0.002115948712083549,0.0017413074824550467,0.000388796889624883,51.73267299624385,11.862114805464921,60.66186071302256,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B628,50Hertz,0.0026280866173553135,0.001044765662220297,0.0012485236335135895,0.00033479732162142704,57.40104500921386,18.66215980224681,47.465142407308406,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B629,50Hertz,0.005651591094873636,0.0018387711194058872,0.002041634144954393,0.0017711858305133558,212.71315355712233,22.36994188597692,55.297918220203066,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B630,50Hertz,0.011288927020373965,0.003986551303047136,0.0038464033651056475,0.003455972352221182,376.0089846408317,17.68030115238267,49.45425700419137,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B636,50Hertz,0.005905423241951488,0.001809121797932956,0.002195516650296882,0.00190078479372165,214.32950791887797,18.642649904421578,36.18854424155299,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B651,50Hertz,0.021479397990496942,0.012044526436037196,0.008732877170414818,0.0007019943840449276,110.69221559692605,7.90891891627756,26.062020549688587,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
B654,50Hertz,0.009959326311068726,0.0038196460670031234,0.004012097264729437,0.002127582979336165,238.83625685343415,13.57245296156003,40.97962402770931,egon_bus_demand_plus_industry_proxy,egon_bus_demand_softmapped_to_nearby_hope_buses_with_voltage_preference_within_inferred_tso_zone_plus_industry_proxy_fallback
