Longitude,Latitude,SettlementWeight
9.7967897,53.6615177,43603.0
10.7861682,52.4205588,122457.0
7.2199877,50.5579464,3860.0
7.1471441,51.4313774,13004.0
9.3343159,52.289378,2625.0
9.2874365,52.4877336,1985.0
9.4616921,52.5045772,20000.0
9.216175,52.4390118,700.0
12.1860616,51.8387953,1926.0
12.1780094,51.851505,853.0
12.5178335,52.4254287,9425.0
9.5608005,49.2889174,5004.0
12.220026,48.0615171,12439.0
9.1540193,48.5144104,5320.0
12.1071145,53.9400696,5483.0
12.1764906,53.793587,29556.0
10.1151662,52.8768425,2200.0
10.4178494,53.0273634,5416.0
10.5810572,53.0800537,8852.0
11.3093581,53.3191132,886.0
11.7219265,53.4092436,1535.0
11.8475244,53.4258455,17129.0
12.2524362,53.3838522,1453.0
12.3157987,53.4313899,190.0
12.6850606,53.5156249,21637.0
12.7733902,53.5581172,462.0
13.7085401,50.8247317,185.0
12.1561742,52.4063738,13761.0
9.7899938,48.0984413,31419.0
9.8846843,48.1355236,4575.0
9.8837005,48.2300738,20213.0
9.9512104,48.0711222,8985.0
9.5150527,52.4013676,2300.0
9.5015326,52.3336571,1200.0
12.5214864,52.4347917,8127.0
12.4319733,54.2433326,17053.0
12.3947297,54.3485481,1338.0
12.419192,54.3789509,837.0
6.3228189,51.5169736,33064.0
6.1593045,51.6755765,33063.0
8.5785313,49.5401213,34348.0
9.0627133,52.3128064,663.0
