Longitude,Latitude,IndustrialWeight
9.0924967,51.7154001,1.0
11.381911,48.7855188,1.0
8.9314141,52.2544276,1.0
10.594088,47.8243474,1.0
10.6565677,47.8970664,1.0
8.8242248,52.1365052,1.0
8.0727842,51.4073037,1.0
7.4574004,50.4468816,1.0
13.7850266,51.4781701,1.0
7.1247499,50.853243,1.0
11.1649315,49.413387,1.0
7.881907,50.1526764,1.0
7.7513751,50.4763689,1.0
7.1240426,51.1370096,1.0
9.1818147,48.8862283,1.0
7.2251462,50.8044578,1.0
7.433725,50.4353844,1.0
8.5725888,52.3515558,1.0
9.152506,52.8109951,1.0
11.3642305,47.6460496,1.0
11.3737144,47.6521245,1.0
11.2260728,47.6709091,1.0
6.609127,51.4019129,1.0
11.1288197,47.8317146,1.0
8.0180537,50.0039523,1.0
9.5807877,49.9801598,1.0
9.238183,50.0034572,1.0
8.8327613,54.6945685,1.0
10.3096146,47.5727671,1.0
9.2554729,49.9785644,1.0
12.0283518,49.6534923,1.0
9.0062732,52.3808331,1.0
7.0037684,50.9194014,1.0
12.3212649,51.204835,1.0
9.5573831,50.6751782,1.0
8.5453694,51.4331483,1.0
8.5797803,50.2232388,1.0
13.3185274,48.320248,1.0
7.3131891,50.3102507,1.0
8.5856065,49.354263,1.0
12.13469,47.73746,1.0
12.0851154,54.11806,1.0
8.5224137,49.7073391,1.0
8.7457842,49.0682743,1.0
7.4537068,52.3179802,1.0
12.1619122,50.0364765,1.0
12.1980242,47.6068432,1.0
7.0823329,51.3977246,1.0
8.2715362,50.7596104,1.0
8.3750382,51.6751366,1.0
8.3680823,51.6757291,1.0
8.8963934,52.1812149,1.0
11.9548231,47.8728749,1.0
13.7797645,51.2843572,1.0
11.5111328,47.9971123,1.0
11.5139965,47.9975356,1.0
9.0624537,53.7467585,1.0
11.2714737,48.0813667,1.0
7.5287153,50.554063,1.0
11.4700793,51.2985609,1.0
11.4421434,51.2924226,1.0
6.4842012,50.2285534,1.0
8.5549502,53.5800294,1.0
6.4847933,51.2270356,1.0
7.574108,50.3793163,1.0
11.3090776,51.3670472,1.0
7.8148088,50.1646723,1.0
12.2487069,51.816707,1.0
11.3778882,51.3791267,1.0
7.4890674,50.469127,1.0
8.4469434,49.4977329,1.0
8.6309726,52.1008523,1.0
8.751276,50.1242565,1.0
6.9031546,51.0748251,1.0
6.4591988,51.8487655,1.0
9.5825365,52.400049,1.0
13.6361351,51.0683819,1.0
11.8652744,51.1320717,1.0
7.7356679,49.4385249,1.0
8.3564089,51.4255698,1.0
6.9554437,50.7991844,1.0
11.9700382,51.1765759,1.0
11.6603319,51.302145,1.0
8.7613663,52.2116469,1.0
9.4216076,52.5495265,1.0
12.1127796,51.1565468,1.0
7.7423793,52.2726414,1.0
12.1147096,51.0925124,1.0
12.1005654,51.0409805,1.0
8.7007664,50.7083518,1.0
12.1111334,51.0919081,1.0
12.1646999,51.0847311,1.0
12.1503365,51.0545919,1.0
9.334288,50.2572753,1.0
12.0855644,50.9577908,1.0
10.5392219,47.7567716,1.0
10.2822328,47.6215131,1.0
10.2831212,47.6191948,1.0
