Line,From_bus,To_bus,From_zone,To_zone,HoursBinding,AvgAbsShadow,MaxAbsShadow,AnnCongestionRent,AnnLineLoss_MWh,AvgLineLoss_MW,AvgLoading_pct,P95Loading_pct
961,B557,B230,Amprion,Amprion,133,7.508863502709821,44.45277652682233,1488772.2165516026,0.0,0.0,95.88426233888326,100.0
773,B304,B214,Amprion,Amprion,104,4.617156863384514,29.32446506203111,1118149.8729489746,0.0,0.0,90.47811954510442,100.0
4,B381,B363,TransnetBW,TransnetBW,102,10.189118471927044,91.8638920646474,707499.3588076443,0.0,0.0,85.06962055564547,100.0
676,B339,B355,Amprion,Amprion,87,0.4927569122998996,5.106971849804673,67943.52560715507,0.0,0.0,84.18241864683644,100.0
445,B555,B578,TenneT,TenneT,86,0.3310219653272873,7.984698527606957,74122.06315886881,0.0,0.0,85.4519228284792,100.0
444,B555,B578,TenneT,TenneT,86,0.1886199608668702,5.792952587966745,74122.06315886881,0.0,0.0,85.4519228284792,100.0
560,B460,B766,TenneT,TenneT,84,0.726584517575198,8.685148144967286,176645.1457623831,0.0,0.0,74.94615600582321,100.0
772,B657,B256,50Hertz,50Hertz,63,1.4179502263211117,8.68225300958701,117096.32616351602,0.0,0.0,49.42789745462422,100.0
