Line,From_bus_prestructural,To_bus_prestructural,From_zone_prestructural,To_zone_prestructural,HoursBinding_prestructural,AvgAbsShadow_prestructural,MaxAbsShadow_prestructural,AnnCongestionRent_prestructural,AnnLineLoss_MWh_prestructural,AvgLineLoss_MW_prestructural,AvgLoading_pct_prestructural,P95Loading_pct_prestructural,From_bus_structural,To_bus_structural,From_zone_structural,To_zone_structural,HoursBinding_structural,AvgAbsShadow_structural,MaxAbsShadow_structural,AnnCongestionRent_structural,AnnLineLoss_MWh_structural,AvgLineLoss_MW_structural,AvgLoading_pct_structural,P95Loading_pct_structural,Delta_HoursBinding,Delta_MaxAbsShadow,Delta_AnnCongestionRent
480,B456,B477,TenneT,TenneT,0,0.0,0.0,4856.413871586013,0.0,0.0,60.09213130385323,69.11762257744655,B456,B477,TenneT,TenneT,1,0.0,0.0,3850.812365787034,0.0,0.0,65.66564148984467,94.802911048965,1,0.0,-1005.6015057989785
483,B456,B477,TenneT,TenneT,0,0.0,0.0,4856.413871586011,0.0,0.0,60.09213130385322,69.11762257744644,B456,B477,TenneT,TenneT,1,0.0,0.0,3850.812365787033,0.0,0.0,65.66564148984465,94.80291104896496,1,0.0,-1005.601505798978
521,B601,B23,50Hertz,50Hertz,0,0.0,0.0,25.469660514647703,0.0,0.0,44.44340625035464,70.10562639281592,B601,B23,50Hertz,50Hertz,1,0.0,0.0,24.84687104016348,0.0,0.0,50.64479283323445,78.49515304349993,1,0.0,-0.6227894744842217
559,B766,B458,TenneT,TenneT,0,0.0,0.0,-39.904458571925645,0.0,0.0,19.54008395690189,35.956170774371095,B766,B458,TenneT,TenneT,1,0.0,0.0,8.895956391809477,0.0,0.0,22.9246696321482,71.5146227212823,1,0.0,48.80041496373512
685,B445,B286,TenneT,TenneT,0,0.0,0.0,491.6377795571466,0.0,0.0,11.677495954127822,25.779307493685216,B445,B286,TenneT,TenneT,1,0.0,0.0,575.7804673007216,0.0,0.0,25.486016705680328,91.29174945595064,1,0.0,84.14268774357504
716,B766,B458,TenneT,TenneT,0,0.0,0.0,-39.90445857192453,0.0,0.0,19.540083956901945,35.95617077437131,B766,B458,TenneT,TenneT,1,0.0,0.0,8.89595639180713,0.0,0.0,22.924669632148195,71.51462272128182,1,0.0,48.80041496373166
787,B131,B77,TenneT,TenneT,0,0.0,0.0,127.3516756449184,0.0,0.0,56.43208395340346,70.65633460202953,B131,B77,TenneT,TenneT,1,0.0,0.0,176.0420458461343,0.0,0.0,62.1656760589334,87.25258260968046,1,0.0,48.6903702012159
858,B477,B143,TenneT,TenneT,0,0.0,0.0,3630.691820782217,0.0,0.0,60.6250060420245,69.51052057906048,B477,B143,TenneT,TenneT,1,9.251858538542969e-18,4.440892098500626e-16,2874.8694219551444,0.0,0.0,66.59966822293364,96.66944354513244,1,4.440892098500626e-16,-755.8223988270724
940,B217,B216,Amprion,Amprion,0,0.0,0.0,2601.6657519428813,0.0,0.0,68.89091226113798,86.48743504441174,B217,B216,Amprion,Amprion,1,0.0,0.0,2009.645433792769,0.0,0.0,71.1505872001204,96.52784070819982,1,0.0,-592.0203181501124
772,B657,B256,50Hertz,50Hertz,17,2.7173276939001862,9.58588639159505,64114.49913133439,0.0,0.0,36.68763284745527,100.0,B657,B256,50Hertz,50Hertz,17,2.7396426336042263,9.52723555277962,64641.013171390005,0.0,0.0,36.48236359138071,100.0,0,-0.05865083881542965,526.514040055612
467,B312,B314,TenneT,TenneT,7,1.5831076752090592,18.78747491724284,64526.50369235383,0.0,0.0,40.28811047630004,100.0,B312,B314,TenneT,TenneT,7,1.6147725471470051,19.119790035798054,65817.14456790383,0.0,0.0,42.54282328149136,100.0,0,0.3323151185552149,1290.6408755500015
1,B443,B473,Amprion,Amprion,0,0.0,0.0,-822.3724372929648,0.0,0.0,41.956967325916246,52.64433676108133,B443,B473,Amprion,Amprion,0,0.0,0.0,-684.2655262957976,0.0,0.0,44.27460089858863,69.28179211744802,0,0.0,138.10691099716723
2,B504,B583,TransnetBW,TransnetBW,0,0.0,0.0,-12.233647480768122,0.0,0.0,4.780511672816893,9.45905585523489,B504,B583,TransnetBW,TransnetBW,0,0.0,0.0,-6.611680282422396,0.0,0.0,6.612329438822368,13.625065736199154,0,0.0,5.621967198345725
3,B494,B435,Amprion,Amprion,0,0.0,0.0,-5.321130525233284,0.0,0.0,14.10530451150896,20.70110291502346,B494,B435,Amprion,Amprion,0,0.0,0.0,-23.87601524284837,0.0,0.0,17.142485315313678,36.317003148422216,0,0.0,-18.55488471761509
5,B639,B680,Amprion,TransnetBW,0,0.0,0.0,-177.0615722213966,0.0,0.0,16.878818482037836,29.848150437568776,B639,B680,Amprion,TransnetBW,0,0.0,0.0,-154.84181121576987,0.0,0.0,17.85373780601543,32.89187238067272,0,0.0,22.219761005626737
6,B21,B22,TransnetBW,TransnetBW,0,0.0,0.0,428.2832538812033,0.0,0.0,18.2925396994567,32.26279149042344,B21,B22,TransnetBW,TransnetBW,0,0.0,0.0,333.45506552018725,0.0,0.0,18.52615405793621,35.9769462235393,0,0.0,-94.82818836101603
7,B494,B428,Amprion,Amprion,0,0.0,0.0,39.73182572146938,0.0,0.0,8.099358026984982,14.034629006231397,B494,B428,Amprion,Amprion,0,0.0,0.0,0.5375727938922568,0.0,0.0,10.124650204976712,20.111848319325727,0,0.0,-39.19425292757712
8,B322,B633,TransnetBW,TransnetBW,0,0.0,0.0,48.36073555028537,0.0,0.0,18.55459534410927,44.044212494583554,B322,B633,TransnetBW,TransnetBW,0,0.0,0.0,36.76959529380292,0.0,0.0,17.989209786106912,43.78451881120835,0,0.0,-11.591140256482447
10,B583,B582,TransnetBW,TransnetBW,0,0.0,0.0,-16.347754827132054,0.0,0.0,3.296251216405747,6.77825188282733,B583,B582,TransnetBW,TransnetBW,0,0.0,0.0,-11.666443736049487,0.0,0.0,4.911336492177205,11.43474183355395,0,0.0,4.681311091082566
11,B653,B511,TransnetBW,TransnetBW,0,0.0,0.0,75.07589652389332,0.0,0.0,3.8486712895050257,8.054736304789365,B653,B511,TransnetBW,TransnetBW,0,0.0,0.0,68.7410227677613,0.0,0.0,4.804554191198944,9.760954416926603,0,0.0,-6.334873756132026
12,B321,B291,50Hertz,50Hertz,0,0.0,0.0,0.0,0.0,0.0,33.440688464527035,55.70136053611398,B321,B291,50Hertz,50Hertz,0,0.0,0.0,0.0,0.0,0.0,34.550687492143965,68.512004347488,0,0.0,0.0
13,B37,B38,TransnetBW,TransnetBW,0,0.0,0.0,-6.692415807492775,0.0,0.0,2.9618008248894383,10.332407895906638,B37,B38,TransnetBW,TransnetBW,0,0.0,0.0,-14.754593417216634,0.0,0.0,6.240416800692475,17.61276343842646,0,0.0,-8.062177609723859
14,B410,B516,TransnetBW,TenneT,0,0.0,0.0,13.080940265694256,0.0,0.0,6.901031575895259,18.101351824819005,B410,B516,TransnetBW,TenneT,0,0.0,0.0,8.935435170721222,0.0,0.0,6.76211046259331,17.05903443889389,0,0.0,-4.145505094973034
15,B195,B693,Amprion,Amprion,0,0.0,0.0,0.0,0.0,0.0,6.346608113480431,7.086081708929802,B195,B693,Amprion,Amprion,0,0.0,0.0,0.0,0.0,0.0,5.732256822905964,6.7754778611122966,0,0.0,0.0
16,B147,B280,Amprion,Amprion,0,0.0,0.0,-74.66833794303858,0.0,0.0,24.78416822736199,27.865637409585872,B147,B280,Amprion,Amprion,0,0.0,0.0,-56.71558615635315,0.0,0.0,24.279325128438856,31.49350969938716,0,0.0,17.952751786685432
17,B343,B281,Amprion,Amprion,0,0.0,0.0,-328.4576740333844,0.0,0.0,45.105915346832965,51.11498518489392,B343,B281,Amprion,Amprion,0,0.0,0.0,-253.8670461636536,0.0,0.0,44.525485138730055,57.76167229656052,0,0.0,74.59062786973081
18,B47,B556,Amprion,Amprion,0,0.0,0.0,-245.72429925710355,0.0,0.0,7.075031217990463,8.721300608691209,B47,B556,Amprion,Amprion,0,0.0,0.0,-190.55011910444676,0.0,0.0,7.0164886026670565,10.90568793546405,0,0.0,55.17418015265679
19,B47,B147,Amprion,Amprion,0,0.0,0.0,92.5956003102244,0.0,0.0,30.53175900845852,34.43265046641906,B47,B147,Amprion,Amprion,0,0.0,0.0,69.22893843011795,0.0,0.0,30.499921233630182,40.61581420348473,0,0.0,-23.36666188010645
20,B623,B195,Amprion,Amprion,0,0.0,0.0,42.73990100748671,0.0,0.0,23.3510450433178,36.7413542070772,B623,B195,Amprion,Amprion,0,0.0,0.0,13.343618564536149,0.0,0.0,22.71270452790301,46.915635979096166,0,0.0,-29.396282442950557
21,B48,B474,Amprion,Amprion,0,0.0,0.0,-3.470413379397084,0.0,0.0,7.612075530731968,9.833384449997338,B48,B474,Amprion,Amprion,0,0.0,0.0,-2.5157911533721795,0.0,0.0,7.205977214672223,10.728833753805857,0,0.0,0.9546222260249047
