Line,From_bus_prestructural,To_bus_prestructural,From_zone_prestructural,To_zone_prestructural,HoursBinding_prestructural,AvgAbsShadow_prestructural,MaxAbsShadow_prestructural,AnnCongestionRent_prestructural,AnnLineLoss_MWh_prestructural,AvgLineLoss_MW_prestructural,AvgLoading_pct_prestructural,P95Loading_pct_prestructural,From_bus_structural,To_bus_structural,From_zone_structural,To_zone_structural,HoursBinding_structural,AvgAbsShadow_structural,MaxAbsShadow_structural,AnnCongestionRent_structural,AnnLineLoss_MWh_structural,AvgLineLoss_MW_structural,AvgLoading_pct_structural,P95Loading_pct_structural,Delta_HoursBinding,Delta_MaxAbsShadow,Delta_AnnCongestionRent
177,B517,B519,TransnetBW,TransnetBW,0,0.0,0.0,0.0,0.0,0.0,1.1688730690314124,1.8003931960385884,B517,B519,TransnetBW,TransnetBW,0,0.0,0.0,0.0,0.0,0.0,1.2514136481291085,1.9259455751153696,0,0.0,0.0
178,B725,B274,Amprion,Amprion,0,0.0,0.0,623.4160693688673,0.0,0.0,16.399193257383747,37.49737385562585,B725,B274,Amprion,Amprion,0,0.0,0.0,392.71411343656416,0.0,0.0,21.672712589229818,37.064623664751,0,0.0,-230.70195593230312
179,B162,B736,TransnetBW,TransnetBW,0,0.0,0.0,4.829068436380287e-15,0.0,0.0,0.3899686014072561,0.9950435655333978,B162,B736,TransnetBW,TransnetBW,0,0.0,0.0,9.53909623410222e-16,0.0,0.0,0.3966243683272527,0.9655433029989888,0,0.0,-3.875158812970065e-15
180,B490,B276,Amprion,Amprion,0,0.0,0.0,-22.39398608631521,0.0,0.0,7.875712187760467,12.331592903176686,B490,B276,Amprion,Amprion,0,0.0,0.0,-23.6961120032203,0.0,0.0,10.269678027719436,18.04417646773612,0,0.0,-1.3021259169050907
181,B163,B423,Amprion,Amprion,0,0.0,0.0,-14.499406959911203,0.0,0.0,7.414324952720498,12.83191876903826,B163,B423,Amprion,Amprion,0,0.0,0.0,-21.206652719333032,0.0,0.0,9.952179239521998,24.053988483758477,0,0.0,-6.707245759421829
182,B164,B163,Amprion,Amprion,0,0.0,0.0,-3.755511074560031,0.0,0.0,30.20301474499104,33.32133943262785,B164,B163,Amprion,Amprion,0,0.0,0.0,-3.571441095073928,0.0,0.0,28.278315067900746,32.69124789207898,0,0.0,0.18406997948610293
183,B682,B722,TransnetBW,TransnetBW,0,0.0,0.0,-3.930893974006924,0.0,0.0,8.711562123436574,14.420993688640458,B682,B722,TransnetBW,TransnetBW,0,0.0,0.0,-4.033421934230906,0.0,0.0,9.110630994724724,16.00376480048847,0,0.0,-0.10252796022398147
184,B699,B723,TransnetBW,TransnetBW,0,0.0,0.0,-8.595425008772986,0.0,0.0,9.75244272282822,16.160678307851562,B699,B723,TransnetBW,TransnetBW,0,0.0,0.0,-9.045870446900503,0.0,0.0,10.351274930790906,18.22514927943353,0,0.0,-0.4504454381275167
185,B160,B21,TransnetBW,TransnetBW,0,0.0,0.0,492.1575152994188,0.0,0.0,11.315443403203044,16.485450956383684,B160,B21,TransnetBW,TransnetBW,0,0.0,0.0,369.07750971442925,0.0,0.0,10.843323791008885,22.324747106736737,0,0.0,-123.08000558498952
186,B521,B563,TenneT,TenneT,0,0.0,0.0,0.0,0.0,0.0,26.455504483970724,36.38162866980814,B521,B563,TenneT,TenneT,0,0.0,0.0,0.0,0.0,0.0,24.422654124203596,36.86943935904065,0,0.0,0.0
187,B441,B167,TransnetBW,TransnetBW,0,0.0,0.0,-127.24257958943952,0.0,0.0,15.712832468139537,25.275181621988654,B441,B167,TransnetBW,TransnetBW,0,0.0,0.0,-99.8800125094046,0.0,0.0,16.764521267514308,32.03602607959929,0,0.0,27.36256708003492
188,B134,B116,TenneT,TenneT,0,0.0,0.0,1328.5659144450967,0.0,0.0,16.13784022276396,37.14269959832311,B134,B116,TenneT,TenneT,0,0.0,0.0,1104.355599437295,0.0,0.0,21.92879553107139,50.48147827423069,0,0.0,-224.21031500780168
189,B490,B542,Amprion,Amprion,0,0.0,0.0,57.86217010451236,0.0,0.0,4.674427198917223,13.648237264158569,B490,B542,Amprion,Amprion,0,0.0,0.0,50.88360487507633,0.0,0.0,7.980488567152798,16.708726133694274,0,0.0,-6.978565229436029
190,B491,B60,Amprion,Amprion,0,0.0,0.0,41.66908601092466,0.0,0.0,3.340244356452365,6.947223038429841,B491,B60,Amprion,Amprion,0,0.0,0.0,23.431927286525603,0.0,0.0,4.599837368018759,9.864328722952871,0,0.0,-18.237158724399055
191,B702,B220,TransnetBW,TransnetBW,0,0.0,0.0,399.7793108319216,0.0,0.0,7.108372272034163,17.00531179657238,B702,B220,TransnetBW,TransnetBW,0,0.0,0.0,317.57197774754184,0.0,0.0,8.550535021237188,19.56300769535144,0,0.0,-82.20733308437974
192,B429,B218,Amprion,Amprion,0,0.0,0.0,-103.36987753119632,0.0,0.0,17.828328657440316,19.383594734509916,B429,B218,Amprion,Amprion,0,0.0,0.0,-76.82456685314006,0.0,0.0,17.08437727486314,19.60183074722659,0,0.0,26.545310678056268
193,B86,B337,Amprion,Amprion,0,0.0,0.0,0.0,0.0,0.0,7.777765905681112,11.767999392276597,B86,B337,Amprion,Amprion,0,0.0,0.0,0.0,0.0,0.0,9.061778843152403,12.695717018408107,0,0.0,0.0
194,B3,B2,Amprion,Amprion,0,0.0,0.0,436.4064575248229,0.0,0.0,20.317288886398543,23.08044988483865,B3,B2,Amprion,Amprion,0,0.0,0.0,327.605862118201,0.0,0.0,20.247978680330345,25.3417025224422,0,0.0,-108.80059540662188
195,B281,B596,Amprion,Amprion,0,0.0,0.0,4183.901341241269,0.0,0.0,27.849011858326165,32.40565907170803,B281,B596,Amprion,Amprion,0,0.0,0.0,3100.236358519981,0.0,0.0,27.614350096357544,36.886983524943616,0,0.0,-1083.6649827212877
196,B548,B239,Amprion,Amprion,0,0.0,0.0,-3.3721917436138136,0.0,0.0,9.54474593374142,11.06651034906172,B548,B239,Amprion,Amprion,0,0.0,0.0,-3.0706375116463107,0.0,0.0,9.69374339770398,12.176932921919434,0,0.0,0.30155423196750286
197,B313,B696,TenneT,TenneT,0,0.0,0.0,40.3103680217528,0.0,0.0,9.504391581772303,16.566408637757096,B313,B696,TenneT,TenneT,0,0.0,0.0,22.340318179829687,0.0,0.0,10.433809667210763,16.7708639049998,0,0.0,-17.970049841923114
198,B381,B595,TransnetBW,TransnetBW,0,0.0,0.0,-10.51903663234192,0.0,0.0,15.04691900055767,25.323906034718988,B381,B595,TransnetBW,TransnetBW,0,0.0,0.0,-2.0788729151357805,0.0,0.0,15.043212906105056,32.76207769919529,0,0.0,8.44016371720614
199,B169,B170,TransnetBW,TransnetBW,0,0.0,0.0,-6.20231080550193,0.0,0.0,9.564847279901985,15.062242945211269,B169,B170,TransnetBW,TransnetBW,0,0.0,0.0,-8.683222219644806,0.0,0.0,9.830493500562628,20.634309877784947,0,0.0,-2.4809114141428763
201,B273,B452,TenneT,TenneT,0,0.0,0.0,90.8123736147344,0.0,0.0,26.531563892438257,37.91191337150691,B273,B452,TenneT,TenneT,0,0.0,0.0,140.0936380540573,0.0,0.0,30.5764377505223,53.429697937784205,0,0.0,49.2812644393229
202,B173,B765,TenneT,TenneT,0,0.0,0.0,-10.669761708464966,0.0,0.0,14.211473468786544,20.875298630868087,B173,B765,TenneT,TenneT,0,0.0,0.0,-3.916773656964668,0.0,0.0,14.298816529707723,29.72071030502628,0,0.0,6.752988051500298
203,B301,B694,Amprion,Amprion,0,0.0,0.0,171.27399755722865,0.0,0.0,15.426219445612505,18.39114358086533,B301,B694,Amprion,Amprion,0,0.0,0.0,127.51041328337972,0.0,0.0,15.266276846406706,22.68765887596252,0,0.0,-43.763584273848934
204,B14,B565,Amprion,Amprion,0,0.0,0.0,2.549583484263185,0.0,0.0,4.414474840026309,5.981437443230794,B14,B565,Amprion,Amprion,0,0.0,0.0,1.5540643383052974,0.0,0.0,4.567650023277058,7.171997123852983,0,0.0,-0.9955191459578874
205,B718,B680,TransnetBW,TransnetBW,0,0.0,0.0,0.0886586145354474,0.0,0.0,1.0158660080143498,2.0037724672632344,B718,B680,TransnetBW,TransnetBW,0,0.0,0.0,-0.0583410040096183,0.0,0.0,1.2178163448508097,2.0929905283579826,0,0.0,-0.1469996185450657
206,B703,B570,TenneT,TenneT,0,0.0,0.0,0.0,0.0,0.0,7.473609302261888,23.98130785068801,B703,B570,TenneT,TenneT,0,0.0,0.0,0.0,0.0,0.0,6.574294478925503,22.380180311920945,0,0.0,0.0
207,B13,B530,TenneT,50Hertz,0,0.0,0.0,155.78293919429328,0.0,0.0,26.42706141971608,37.425146193302304,B13,B530,TenneT,50Hertz,0,0.0,0.0,108.07633533404665,0.0,0.0,21.325649209163043,36.02443927271332,0,0.0,-47.70660386024663
208,B522,B161,TenneT,50Hertz,0,0.0,0.0,623.5833732111756,0.0,0.0,31.18923642096489,43.70848920092924,B522,B161,TenneT,50Hertz,0,0.0,0.0,427.5486947008338,0.0,0.0,24.745741682195625,41.61886470302213,0,0.0,-196.03467851034185
209,B316,B314,TenneT,TenneT,0,0.0,0.0,-8312.30223334621,0.0,0.0,42.298566993279685,64.99568835451255,B316,B314,TenneT,TenneT,0,0.0,0.0,-3482.2311465442945,0.0,0.0,46.18415215683519,67.33658001846274,0,0.0,4830.071086801916
210,B133,B168,TransnetBW,TransnetBW,0,0.0,0.0,-4.127643393358794,0.0,0.0,5.538999463691369,9.175271556233612,B133,B168,TransnetBW,TransnetBW,0,0.0,0.0,-2.9858687656549776,0.0,0.0,5.166837935259284,8.661930218516872,0,0.0,1.1417746277038168
211,B594,B235,Amprion,Amprion,0,0.0,0.0,-0.0,0.0,0.0,9.20847574067335,11.207663577913342,B594,B235,Amprion,Amprion,0,0.0,0.0,-0.0,0.0,0.0,8.07560144901965,10.02252584069486,0,0.0,0.0
212,B756,B16,50Hertz,50Hertz,0,0.0,0.0,-33.93629798676684,0.0,0.0,6.426011333178631,17.977499089139066,B756,B16,50Hertz,50Hertz,0,0.0,0.0,-26.89000910834664,0.0,0.0,8.094221669414432,20.91356266639806,0,0.0,7.046288878420199
213,B433,B152,Amprion,Amprion,0,0.0,0.0,-943.1209960077784,0.0,0.0,17.682008099482164,19.465876973303374,B433,B152,Amprion,Amprion,0,0.0,0.0,-709.8289461299476,0.0,0.0,17.13733238313046,20.227470988387427,0,0.0,233.2920498778309
214,B356,B357,Amprion,Amprion,0,0.0,0.0,68.66399144156235,0.0,0.0,14.976986713010772,33.30856703420772,B356,B357,Amprion,Amprion,0,0.0,0.0,39.68588564425656,0.0,0.0,14.076677126490743,30.09883910639952,0,0.0,-28.978105797305787
215,B153,B358,Amprion,Amprion,0,0.0,0.0,-8.78518879528805,0.0,0.0,1.3189031551281738,3.285501527005753,B153,B358,Amprion,Amprion,0,0.0,0.0,-17.731964731023766,0.0,0.0,3.557881653676425,9.155708263711064,0,0.0,-8.946775935735715
216,B634,B171,TransnetBW,TransnetBW,0,0.0,0.0,-21.627536279178653,0.0,0.0,3.5041653267649533,8.566381064171495,B634,B171,TransnetBW,TransnetBW,0,0.0,0.0,-15.793751131903154,0.0,0.0,3.756377742087084,9.352666714781645,0,0.0,5.833785147275499
217,B582,B635,TransnetBW,TransnetBW,0,0.0,0.0,-82.01321911773321,0.0,0.0,4.110662067502631,9.151714425039364,B582,B635,TransnetBW,TransnetBW,0,0.0,0.0,-59.63112584873849,0.0,0.0,4.199337206164404,10.278230756025552,0,0.0,22.382093268994723
218,B560,B356,Amprion,Amprion,0,0.0,0.0,51.48811411591718,0.0,0.0,8.05993462394954,22.461176696480315,B560,B356,Amprion,Amprion,0,0.0,0.0,24.254850131367206,0.0,0.0,9.833224814888649,20.451582870517143,0,0.0,-27.23326398454997
219,B714,B416,TenneT,TenneT,0,0.0,0.0,-3457.230765744548,0.0,0.0,55.46495163799586,77.42518896390469,B714,B416,TenneT,TenneT,0,0.0,0.0,-1428.2602639921747,0.0,0.0,58.785334479317136,78.40968313178041,0,0.0,2028.9705017523734
220,B23,B390,50Hertz,50Hertz,0,0.0,0.0,76.89667772468441,0.0,0.0,21.31260005091901,32.652882998886575,B23,B390,50Hertz,50Hertz,0,0.0,0.0,70.31378429708211,0.0,0.0,21.82416832003917,38.92724673805471,0,0.0,-6.582893427602301
221,B505,B422,TenneT,TenneT,0,0.0,0.0,-284.2056867756831,0.0,0.0,29.59452752421833,39.40767301435312,B505,B422,TenneT,TenneT,0,0.0,0.0,-299.7747797853952,0.0,0.0,33.38242810602174,54.74206365925198,0,0.0,-15.569093009712105
222,B505,B223,TenneT,TenneT,0,0.0,0.0,-166.6755526548976,0.0,0.0,24.970356489045944,35.49532902137424,B505,B223,TenneT,TenneT,0,0.0,0.0,-183.8527658852537,0.0,0.0,29.23246678277628,51.06852114075309,0,0.0,-17.177213230356102
223,B223,B189,TenneT,TenneT,0,0.0,0.0,-381.20575701623056,0.0,0.0,39.0214134412736,48.45852944497312,B223,B189,TenneT,TenneT,0,0.0,0.0,-383.3364371268196,0.0,0.0,42.58393062449382,67.42108287936188,0,0.0,-2.130680110589026
224,B190,B309,Amprion,Amprion,0,0.0,0.0,43.96957204082456,0.0,0.0,25.77899478835497,32.83859448909047,B190,B309,Amprion,Amprion,0,0.0,0.0,31.06748383717812,0.0,0.0,25.781349757999383,46.20947914019544,0,0.0,-12.90208820364644
225,B442,B137,Amprion,Amprion,0,0.0,0.0,-234.97035089772717,0.0,0.0,45.00561136638003,55.26449015550035,B442,B137,Amprion,Amprion,0,0.0,0.0,-191.3766468363896,0.0,0.0,45.973133789409765,70.54746449233161,0,0.0,43.593704061337576
226,B112,B384,Amprion,Amprion,0,0.0,0.0,256.959242365681,0.0,0.0,8.313016606649372,18.2521647306722,B112,B384,Amprion,Amprion,0,0.0,0.0,157.56886996168998,0.0,0.0,9.269732908926292,18.83568939906057,0,0.0,-99.39037240399102
227,B112,B384,Amprion,Amprion,0,0.0,0.0,256.90543901307024,0.0,0.0,8.311275987554696,18.248343005304672,B112,B384,Amprion,Amprion,0,0.0,0.0,157.535877439626,0.0,0.0,9.267791968006344,18.831745492513036,0,0.0,-99.36956157344423
229,B68,B424,Amprion,Amprion,0,0.0,0.0,-0.0,0.0,0.0,3.523686801392552,4.31612499311789,B68,B424,Amprion,Amprion,0,0.0,0.0,-0.0,0.0,0.0,3.056215341604773,3.8292280894374136,0,0.0,0.0
230,B424,B351,Amprion,Amprion,0,0.0,0.0,-112.10874367089032,0.0,0.0,8.634907921278597,11.88767901650242,B424,B351,Amprion,Amprion,0,0.0,0.0,-117.78046142876865,0.0,0.0,10.701839444481744,16.937108919680753,0,0.0,-5.671717757878326
231,B627,B401,Amprion,Amprion,0,0.0,0.0,-11.511673181491366,0.0,0.0,2.921825818372362,6.435779963329072,B627,B401,Amprion,Amprion,0,0.0,0.0,-19.39794029662346,0.0,0.0,5.158216093498341,13.262575275478117,0,0.0,-7.886267115132094
232,B626,B96,Amprion,Amprion,0,0.0,0.0,14.706462086809378,0.0,0.0,12.075094566076148,18.040930834142213,B626,B96,Amprion,Amprion,0,0.0,0.0,10.030659935329147,0.0,0.0,10.820679506278664,18.69809852329788,0,0.0,-4.67580215148023
233,B627,B199,Amprion,Amprion,0,0.0,0.0,54.11989669395495,0.0,0.0,7.226749651743873,20.442072129022275,B627,B199,Amprion,Amprion,0,0.0,0.0,25.01225417655534,0.0,0.0,10.263541140544357,21.84471910760984,0,0.0,-29.107642517399608
234,B198,B416,TenneT,TenneT,0,0.0,0.0,-1111.7717819838854,0.0,0.0,57.56838098158679,79.55165127659795,B198,B416,TenneT,TenneT,0,0.0,0.0,-462.6747735289407,0.0,0.0,62.27250982489497,81.88812743847768,0,0.0,649.0970084549447
235,B348,B542,Amprion,Amprion,0,0.0,0.0,3.1822338577315183,0.0,0.0,6.803345420861611,12.161691823687557,B348,B542,Amprion,Amprion,0,0.0,0.0,1.347116319728705,0.0,0.0,5.398073286453836,10.71463359319891,0,0.0,-1.8351175380028133
236,B608,B619,TenneT,Amprion,0,0.0,0.0,-562.0178817611995,0.0,0.0,31.65942051516546,35.741319083386195,B608,B619,TenneT,Amprion,0,0.0,0.0,-569.0140668165913,0.0,0.0,33.83057612238208,45.1513084224731,0,0.0,-6.99618505539172
237,B245,B713,Amprion,Amprion,0,0.0,0.0,10182.141667433818,0.0,0.0,36.53748734982663,49.030872238887504,B245,B713,Amprion,Amprion,0,0.0,0.0,7686.374251845629,0.0,0.0,38.33157733704059,53.762260482212895,0,0.0,-2495.7674155881887
238,B231,B163,Amprion,Amprion,0,0.0,0.0,-681.601388753956,0.0,0.0,40.19719158815351,48.60276141210508,B231,B163,Amprion,Amprion,0,0.0,0.0,-554.3015842709261,0.0,0.0,40.43234902552156,60.11485319471717,0,0.0,127.2998044830299
239,B385,B105,TransnetBW,TransnetBW,0,0.0,0.0,17.843752280645166,0.0,0.0,26.62602846293132,36.47177360310189,B385,B105,TransnetBW,TransnetBW,0,0.0,0.0,7.696555141857428,0.0,0.0,24.986032423908583,39.14413715553854,0,0.0,-10.147197138787739
240,B200,B689,TransnetBW,TransnetBW,0,0.0,0.0,-693.8030212500664,0.0,0.0,16.524653142182437,22.56380320449216,B200,B689,TransnetBW,TransnetBW,0,0.0,0.0,-527.8915833370525,0.0,0.0,15.52109464034448,23.822981230851585,0,0.0,165.91143791301397
241,B176,B564,Amprion,Amprion,0,0.0,0.0,607.5179229861701,0.0,0.0,51.67399489420911,59.46605160391572,B176,B564,Amprion,Amprion,0,0.0,0.0,251.5686649306154,0.0,0.0,53.668005756834624,75.36771084459978,0,0.0,-355.9492580555547
242,B595,B202,TransnetBW,TransnetBW,0,0.0,0.0,7.943154208215185,0.0,0.0,12.478653281360904,22.93207861793512,B595,B202,TransnetBW,TransnetBW,0,0.0,0.0,9.946963179725934,0.0,0.0,12.337569400720907,28.3609642244264,0,0.0,2.0038089715107485
243,B317,B432,50Hertz,50Hertz,0,0.0,0.0,26.190020920875625,0.0,0.0,32.94019629584829,41.30382536147151,B317,B432,50Hertz,50Hertz,0,0.0,0.0,24.743013960407428,0.0,0.0,38.46903737353503,51.01640565111017,0,0.0,-1.4470069604681974
