Line,From_bus,To_bus,From_zone,To_zone,PreStructuralHoursBinding,StructuralHoursBinding,DeltaHoursBinding,PreStructuralCongestionRent,StructuralCongestionRent,DeltaCongestionRent
1,B443,B473,Amprion,Amprion,0.0,0.0,0.0,-11816.431108214501,-10372.252137356023,1444.1789708584784
2,B504,B583,TransnetBW,TransnetBW,0.0,0.0,0.0,-419.27212770173765,-297.71117893707566,121.56094876466199
3,B494,B435,Amprion,Amprion,0.0,0.0,0.0,-2608.9431640347766,-2278.0004822138967,330.9426818208799
4,B381,B363,TransnetBW,TransnetBW,102.0,110.0,8.0,707499.3588076443,696712.0868571684,-10787.271950475988
5,B639,B680,Amprion,TransnetBW,0.0,0.0,0.0,-12309.442019811451,-12305.16567907419,4.276340737260398
6,B21,B22,TransnetBW,TransnetBW,0.0,0.0,0.0,19418.462057533023,19122.21783974861,-296.2442177844132
7,B494,B428,Amprion,Amprion,0.0,0.0,0.0,-2559.357737005415,-2396.9830884609532,162.3746485444617
8,B322,B633,TransnetBW,TransnetBW,0.0,0.0,0.0,2564.8724461863444,2516.1078967218086,-48.764549464535776
9,B633,B365,TransnetBW,TransnetBW,21.0,20.0,-1.0,298994.7335407374,303962.21567925543,4967.482138518011
10,B583,B582,TransnetBW,TransnetBW,0.0,0.0,0.0,-687.7543129327433,-657.0136483460818,30.740664586661524
11,B653,B511,TransnetBW,TransnetBW,0.0,0.0,0.0,2845.3360854876714,2258.2494618551623,-587.0866236325091
12,B321,B291,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
13,B37,B38,TransnetBW,TransnetBW,0.0,0.0,0.0,747.4633670560635,734.9829443581993,-12.480422697864128
14,B410,B516,TransnetBW,TenneT,0.0,0.0,0.0,4153.563361469949,3755.8149333020647,-397.7484281678844
15,B195,B693,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
16,B147,B280,Amprion,Amprion,0.0,0.0,0.0,-2412.6771989054014,-2002.0799531164155,410.5972457889859
17,B343,B281,Amprion,Amprion,0.0,0.0,0.0,-13437.1023670917,-11276.734355376182,2160.368011715518
18,B47,B556,Amprion,Amprion,0.0,0.0,0.0,-991.3831885294516,-732.7579274911179,258.62526103833363
19,B47,B147,Amprion,Amprion,0.0,0.0,0.0,826.1976988386155,654.2985906112667,-171.89910822734873
20,B623,B195,Amprion,Amprion,0.0,0.0,0.0,943.1196534556543,262.4810212592089,-680.6386321964454
21,B48,B474,Amprion,Amprion,0.0,0.0,0.0,-32.958522288927455,-24.934722184763675,8.02380010416378
22,B49,B262,Amprion,Amprion,0.0,0.0,0.0,-931.5116935107953,-791.3333839480631,140.17830956273224
23,B74,B101,Amprion,Amprion,0.0,0.0,0.0,-607.4853411197698,-790.8666372052678,-183.38129608549798
24,B278,B767,TenneT,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
25,B470,B137,Amprion,Amprion,0.0,0.0,0.0,-3365.3917639585416,-3093.339103023036,272.0526609355056
26,B722,B634,TransnetBW,TransnetBW,0.0,0.0,0.0,-604.4997602575138,-581.5927232354971,22.907037022016652
27,B493,B188,Amprion,Amprion,0.0,0.0,0.0,-174.83755466664698,-152.79891274491297,22.038641921734012
28,B454,B195,Amprion,Amprion,0.0,0.0,0.0,10933.453126672119,7410.774926092441,-3522.6782005796777
29,B159,B672,50Hertz,50Hertz,0.0,0.0,0.0,381.1036210302122,403.4627979118994,22.359176881687176
30,B686,B72,50Hertz,50Hertz,0.0,0.0,0.0,537.7676790031747,537.4872970767304,-0.2803819264443064
31,B55,B229,Amprion,Amprion,0.0,0.0,0.0,6889.768021903317,5843.432585637146,-1046.3354362661712
32,B229,B213,Amprion,Amprion,0.0,0.0,0.0,54685.73144943446,47547.6299990809,-7138.1014503535625
33,B379,B378,TransnetBW,TransnetBW,0.0,0.0,0.0,-4787.877626691228,-3859.1193314699476,928.7582952212806
34,B492,B247,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
35,B287,B737,TransnetBW,TransnetBW,0.0,0.0,0.0,-9352.942070992929,-9066.039210461482,286.902860531447
36,B491,B60,Amprion,Amprion,0.0,0.0,0.0,-684.053519189052,-451.1491870930151,232.90433209603697
37,B235,B61,Amprion,Amprion,0.0,0.0,0.0,-758.680058710177,-576.2348181101264,182.44524060005062
38,B62,B428,Amprion,Amprion,0.0,0.0,0.0,-819.0245710597047,-907.6702185132033,-88.64564745349855
39,B649,B176,Amprion,Amprion,0.0,0.0,0.0,28918.68831028643,22160.56726327421,-6758.1210470122205
40,B175,B64,Amprion,Amprion,0.0,0.0,0.0,73983.87754860685,59929.84468637066,-14054.032862236185
41,B787,B267,Amprion,Amprion,0.0,0.0,0.0,-433.4285580220056,-342.2099439813081,91.2186140406975
42,B788,B141,Amprion,Amprion,0.0,0.0,0.0,-2268.2959580851234,-1917.179728603452,351.1162294816713
43,B66,B384,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
44,B67,B619,Amprion,Amprion,0.0,0.0,0.0,-856.9104054423035,-914.7832794671397,-57.872874024836165
45,B782,B620,Amprion,Amprion,0.0,0.0,0.0,-281.0210534018904,-305.2027337746928,-24.18168037280236
46,B668,B313,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
47,B119,B609,TenneT,TenneT,0.0,0.0,0.0,-31060.041095690343,-31644.73470311389,-584.6936074235455
48,B551,B539,TenneT,TenneT,0.0,0.0,0.0,9653.081648068726,12248.200809176413,2595.1191611076865
49,B146,B217,Amprion,Amprion,0.0,0.0,0.0,56408.83954282313,46009.45289427585,-10399.386648547283
50,B786,B181,TenneT,TenneT,0.0,0.0,0.0,5682.836900860893,9508.009133805446,3825.172232944553
51,B216,B175,Amprion,Amprion,0.0,0.0,0.0,34031.60951672254,27460.52693105622,-6571.082585666321
52,B219,B605,TransnetBW,TransnetBW,0.0,0.0,0.0,-2364.357450913782,-2242.3625187626603,121.9949321511217
53,B423,B86,Amprion,Amprion,0.0,0.0,0.0,1162.6105903006817,649.6406082756354,-512.9699820250463
54,B55,B213,Amprion,Amprion,0.0,0.0,0.0,62716.47233893635,54216.92479756466,-8499.547541371692
55,B106,B417,TransnetBW,TransnetBW,0.0,0.0,0.0,19234.146608921303,18819.776538206013,-414.37007071528933
56,B30,B71,TenneT,TenneT,0.0,0.0,0.0,200.56875665223785,183.97166272900174,-16.597093923236116
57,B76,B554,TenneT,TenneT,0.0,0.0,0.0,397.0947035103974,381.8053204642012,-15.289383046196178
58,B791,B775,Amprion,Amprion,0.0,0.0,0.0,-21639.99818475615,-17773.40148371014,3866.5967010460117
59,B299,B476,TenneT,TenneT,0.0,0.0,0.0,1143.191479114594,543.304212442677,-599.8872666719169
60,B437,B88,50Hertz,50Hertz,0.0,0.0,0.0,20249.605464831708,18373.989256063203,-1875.6162087685043
61,B204,B653,TransnetBW,TransnetBW,0.0,0.0,0.0,21320.699104245872,20910.08555140078,-410.61355284509045
62,B225,B739,TransnetBW,TransnetBW,0.0,0.0,0.0,-64.14496300306132,-60.9700863039214,3.174876699139922
63,B739,B225,TransnetBW,TransnetBW,0.0,0.0,0.0,-31.70805282074957,-30.13865199233393,1.5694008284156418
64,B284,B391,TenneT,50Hertz,0.0,0.0,0.0,4777.045183306596,4290.120094831598,-486.9250884749981
65,B77,B143,TenneT,TenneT,0.0,0.0,0.0,1951.0352025353434,2943.126146969876,992.0909444345327
66,B86,B323,Amprion,Amprion,0.0,0.0,0.0,-4734.819260848631,-4456.394154607869,278.42510624076203
67,B702,B79,TransnetBW,TransnetBW,0.0,0.0,0.0,6075.74523479726,5988.238548973399,-87.50668582386152
68,B190,B112,Amprion,Amprion,0.0,0.0,0.0,33692.238302039645,28769.88622714353,-4922.352074896116
69,B679,B377,TransnetBW,TransnetBW,0.0,0.0,0.0,-488.8083372574832,-460.12056847212557,28.687768785357605
70,B680,B378,TransnetBW,TransnetBW,0.0,0.0,0.0,-2179.5979650962286,-1951.8283284075821,227.76963668864641
71,B266,B247,Amprion,Amprion,0.0,0.0,0.0,-3742.2831752143993,-3802.9119652790546,-60.62879006465528
72,B391,B88,50Hertz,50Hertz,0.0,0.0,0.0,107.6905171984611,97.55142961847211,-10.139087579988981
73,B106,B90,TransnetBW,TransnetBW,0.0,0.0,0.0,7735.066419969529,7510.368746548968,-224.69767342056093
74,B89,B330,TransnetBW,TransnetBW,0.0,0.0,0.0,797.6293774255939,781.5043710686246,-16.12500635696938
75,B641,B268,Amprion,TransnetBW,0.0,0.0,0.0,-24.480110901046935,-52.48526246453223,-28.005151563485292
76,B462,B108,TransnetBW,TransnetBW,0.0,0.0,0.0,-4134.3199706836895,-4799.0456726890825,-664.725702005393
77,B120,B330,TransnetBW,TransnetBW,0.0,0.0,0.0,3912.079540243229,3810.7203300351503,-101.35921020807882
78,B331,B269,TransnetBW,TransnetBW,0.0,0.0,0.0,3875.3580018331395,3669.3648492985576,-205.9931525345819
79,B273,B460,TenneT,TenneT,0.0,0.0,0.0,-17414.889369697707,-15660.618690083524,1754.2706796141829
80,B113,B440,Amprion,TransnetBW,0.0,0.0,0.0,805.9458464958766,607.3656316108297,-198.58021488504687
81,B22,B659,TransnetBW,TransnetBW,0.0,0.0,0.0,-3.2212083612594347,-3.7848315456067607,-0.5636231843473261
82,B451,B641,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
83,B507,B220,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
84,B88,B284,50Hertz,TenneT,0.0,0.0,0.0,5012.699645209304,4502.738795592843,-509.960849616461
85,B99,B648,Amprion,Amprion,0.0,0.0,0.0,-258.7763128710769,-160.9302171049764,97.84609576610052
86,B376,B46,Amprion,Amprion,0.0,0.0,0.0,48.1127846438787,-7.765871281281983,-55.87865592516068
87,B105,B388,TransnetBW,TransnetBW,0.0,0.0,0.0,-3719.136120197977,-3154.4927818878928,564.6433383100843
88,B689,B379,TransnetBW,TransnetBW,0.0,0.0,0.0,-8232.77090737988,-6678.121044160284,1554.6498632195953
89,B401,B95,Amprion,Amprion,0.0,0.0,0.0,1728.0306906728754,1653.421895149375,-74.60879552350048
90,B197,B385,TransnetBW,TransnetBW,0.0,0.0,0.0,-14143.414945731154,-13426.012400547463,717.4025451836915
91,B513,B200,TransnetBW,TransnetBW,0.0,0.0,0.0,-92451.97923346984,-90035.3222445936,2416.656988876246
92,B105,B104,TransnetBW,TransnetBW,0.0,0.0,0.0,-4775.093434869848,-4603.69982426677,171.39361060307874
93,B689,B370,TransnetBW,TransnetBW,0.0,0.0,0.0,-45150.21850351032,-44342.37250671324,807.8459967970775
94,B417,B22,TransnetBW,TransnetBW,0.0,0.0,0.0,5181.342156152789,5002.229595901115,-179.11256025167404
95,B94,B418,TransnetBW,TransnetBW,0.0,0.0,0.0,91.12741712478277,85.73430178631776,-5.393115338465009
96,B106,B402,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
97,B47,B548,Amprion,Amprion,0.0,0.0,0.0,3708.9625978753074,2876.6188176944515,-832.3437801808559
98,B614,B472,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
99,B168,B517,TransnetBW,TransnetBW,0.0,0.0,0.0,-89.92463265343761,-77.456078802721,12.468553850716617
100,B754,B749,50Hertz,50Hertz,0.0,0.0,0.0,1952.7448032449556,3060.0031613672104,1107.2583581222548
101,B533,B407,TenneT,Amprion,0.0,0.0,0.0,7037.820242279456,6138.642216245257,-899.1780260341984
102,B534,B656,TenneT,TenneT,0.0,0.0,0.0,42729.23225449279,37342.58846219421,-5386.643792298579
103,B313,B592,TenneT,TenneT,0.0,0.0,0.0,1088.7802207187956,229.36809160524788,-859.4121291135477
104,B314,B593,TenneT,TenneT,0.0,0.0,0.0,6889.986870843825,1431.9937963893337,-5457.993074454492
105,B695,B241,Amprion,Amprion,0.0,0.0,0.0,3235.537917940764,2552.353338719204,-683.1845792215599
106,B174,B740,Amprion,Amprion,0.0,0.0,0.0,-208.47916057728764,-177.49647195404657,30.982688623241074
107,B122,B626,Amprion,Amprion,0.0,0.0,0.0,382.2380769428792,113.3174361158616,-268.9206408270176
108,B123,B627,Amprion,Amprion,0.0,0.0,0.0,1217.5571038913529,423.10196370333745,-794.4551401880154
109,B422,B445,TenneT,TenneT,0.0,0.0,0.0,5753.989428560812,5637.313948159396,-116.67548040141537
110,B133,B504,TransnetBW,TransnetBW,0.0,0.0,0.0,1445.7982319775365,1302.2991614065324,-143.49907057100404
111,B653,B87,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
112,B389,B359,Amprion,Amprion,0.0,0.0,0.0,230854.67213168603,191238.47390388613,-39616.198227799905
113,B19,B95,Amprion,Amprion,0.0,0.0,0.0,-22926.55209115339,-16639.415794492714,6287.136296660676
114,B463,B736,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
115,B655,B611,TenneT,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
116,B650,B116,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
117,B234,B198,TenneT,TenneT,0.0,0.0,0.0,-16400.939852092208,-7104.39209535706,9296.547756735148
118,B164,B347,Amprion,Amprion,0.0,0.0,0.0,50.89581327065888,-0.28112865111052754,-51.176941921769405
119,B510,B206,TransnetBW,TransnetBW,0.0,0.0,0.0,-621.3707021048033,-593.0627040383217,28.30799806648156
120,B633,B221,TransnetBW,TransnetBW,0.0,0.0,0.0,-1709.5875642362141,-1629.1190605745237,80.46850366169042
121,B564,B67,Amprion,Amprion,0.0,0.0,0.0,35.05696055459244,-80.18575814901868,-115.24271870361113
122,B348,B207,Amprion,Amprion,0.0,0.0,0.0,-28.920562794416334,-14.015845103600519,14.904717690815815
123,B120,B37,TransnetBW,TransnetBW,0.0,0.0,0.0,6398.134901246189,6333.640246554526,-64.49465469166262
124,B616,B210,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
125,B425,B191,Amprion,Amprion,0.0,0.0,0.0,-108.76197421482331,-85.68032773663069,23.081646478192624
126,B426,B129,Amprion,Amprion,0.0,0.0,0.0,88.73621620000114,26.010179071375234,-62.726037128625904
127,B137,B468,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
128,B92,B263,Amprion,Amprion,0.0,0.0,0.0,-0.0,0.0,0.0
129,B97,B265,Amprion,Amprion,0.0,0.0,0.0,-912.5261814286756,-1081.7604178332456,-169.23423640456997
130,B632,B183,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
131,B81,B63,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
132,B102,B383,Amprion,Amprion,0.0,0.0,0.0,-306.031544715564,-111.516840833283,194.514703882281
133,B103,B121,Amprion,Amprion,0.0,0.0,0.0,-549.1430798298486,-368.5978068028412,180.5452730270074
134,B748,B530,50Hertz,50Hertz,0.0,0.0,0.0,526.9029561143382,552.2572405534063,25.354284439068124
135,B749,B531,50Hertz,50Hertz,0.0,0.0,0.0,1873.6040071080404,2429.914469323189,556.3104622151488
136,B694,B237,Amprion,Amprion,0.0,0.0,0.0,92.65622680865847,52.57727262238889,-40.078954186269584
137,B695,B238,Amprion,Amprion,0.0,0.0,0.0,2821.010461913965,2278.928184660312,-542.082277253653
138,B126,B172,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
139,B517,B170,TransnetBW,TransnetBW,0.0,0.0,0.0,-114.18312403099151,-107.59800866623306,6.585115364758451
140,B556,B218,Amprion,Amprion,0.0,0.0,0.0,4602.980664810093,3749.3929370507785,-853.5877277593145
141,B510,B789,TransnetBW,TransnetBW,0.0,0.0,0.0,-39.98905390244759,-38.64528204765086,1.343771854796728
142,B511,B221,TransnetBW,TransnetBW,0.0,0.0,0.0,-491.96924134519844,-444.5345866447883,47.434654700410135
143,B434,B425,Amprion,Amprion,0.0,0.0,0.0,-102.37974356598387,-116.77588653997681,-14.396142973992937
144,B435,B426,Amprion,Amprion,0.0,0.0,0.0,-130.35734226377318,-180.95876277872222,-50.60142051494904
145,B786,B131,TenneT,TenneT,0.0,0.0,0.0,40697.025160801,61568.4704598009,20871.445298999897
146,B89,B37,TransnetBW,TransnetBW,0.0,0.0,0.0,526.0678204021943,555.2549561539896,29.187135751795267
147,B331,B322,TransnetBW,TransnetBW,0.0,0.0,0.0,15901.610679810186,15827.46196987595,-74.14870993423574
148,B531,B161,50Hertz,50Hertz,0.0,0.0,0.0,7.076015907285527,62.335442399331725,55.2594264920462
149,B221,B132,TransnetBW,TransnetBW,0.0,0.0,0.0,-231.1837827236043,-217.7635515039584,13.420231219645899
150,B748,B432,50Hertz,50Hertz,0.0,0.0,0.0,-86.46431533341747,335.9655243739046,422.42983970732206
151,B272,B177,TenneT,TenneT,0.0,0.0,0.0,13033.162497250965,11785.60496662274,-1247.5575306282244
152,B587,B503,TransnetBW,TransnetBW,0.0,0.0,0.0,1247.4863180692057,1406.1103385207691,158.6240204515634
153,B588,B504,TransnetBW,TransnetBW,0.0,0.0,0.0,4719.971695498953,5150.626816408343,430.65512090939046
154,B212,B776,Amprion,Amprion,0.0,0.0,0.0,1153.7082186733135,982.5533215218733,-171.1548971514402
155,B299,B70,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
156,B136,B424,Amprion,Amprion,0.0,0.0,0.0,-3782.3670761797257,-3331.6802836732963,450.68679250642936
157,B471,B139,Amprion,Amprion,0.0,0.0,0.0,-1760.084202187305,-1462.854024576418,297.23017761088704
158,B152,B687,Amprion,Amprion,0.0,0.0,0.0,-4495.480895784656,-3524.1171108339195,971.3637849507368
159,B525,B719,TenneT,TenneT,0.0,0.0,0.0,-2581.5897093780754,-3643.285669186836,-1061.6959598087606
160,B115,B511,TransnetBW,TransnetBW,0.0,0.0,0.0,-535.021313255523,-494.17218161272854,40.84913164279442
161,B443,B788,Amprion,Amprion,0.0,0.0,0.0,-12631.028133002723,-10804.292606144456,1826.735526858267
162,B494,B424,Amprion,Amprion,0.0,0.0,0.0,-309.88168709692235,-369.30797898436833,-59.426291887445984
163,B493,B59,Amprion,Amprion,0.0,0.0,0.0,-0.4973488751091194,-0.34643351417630963,0.15091536093280977
164,B493,B188,Amprion,Amprion,0.0,0.0,0.0,-348.70037870911483,-304.74596171331785,43.954416995796976
165,B649,B776,Amprion,Amprion,0.0,0.0,0.0,24655.917637600814,19471.724127653746,-5184.193509947068
166,B147,B301,Amprion,Amprion,0.0,0.0,0.0,-1379.8774899133,-1201.1733640073949,178.70412590590513
167,B148,B302,Amprion,Amprion,0.0,0.0,0.0,-4400.191093272436,-3923.2687869457272,476.9223063267086
168,B281,B557,Amprion,Amprion,0.0,0.0,0.0,-292.46383748001824,-148.8241791841424,143.63965829587585
169,B429,B150,Amprion,Amprion,0.0,0.0,0.0,-933.9106028394181,-732.3543960634587,201.55620677595937
170,B320,B433,Amprion,Amprion,0.0,0.0,0.0,-13.263676878527091,-10.145005147997061,3.11867173053003
171,B525,B279,TenneT,TenneT,0.0,0.0,0.0,-16375.76465114472,-23185.101296656692,-6809.336645511972
172,B342,B124,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
173,B218,B156,Amprion,Amprion,0.0,0.0,0.0,-1666.8900546324776,-1469.4781515462503,197.4119030862273
174,B433,B157,Amprion,Amprion,0.0,0.0,0.0,-13094.732040783903,-11246.582672230943,1848.1493685529604
175,B237,B701,Amprion,Amprion,0.0,0.0,0.0,-155.69725675001797,-133.7882806912912,21.90897605872678
176,B618,B517,TransnetBW,TransnetBW,0.0,0.0,0.0,-136.10964988890922,-127.82438359433412,8.285266294575095
177,B517,B519,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
178,B725,B274,Amprion,Amprion,0.0,0.0,0.0,8091.228199789597,2549.7030830530493,-5541.525116736548
179,B162,B736,TransnetBW,TransnetBW,0.0,0.0,0.0,-4.3214322546498214e-14,-1.5343654580991774e-14,2.787066796550644e-14
180,B490,B276,Amprion,Amprion,0.0,0.0,0.0,-356.381240152797,-375.9319730217272,-19.550732868930197
181,B163,B423,Amprion,Amprion,0.0,0.0,0.0,-334.10586245564485,-603.7426045282938,-269.63674207264893
182,B164,B163,Amprion,Amprion,0.0,0.0,0.0,-631.9024170739751,-478.51199953446417,153.39041753951096
183,B682,B722,TransnetBW,TransnetBW,0.0,0.0,0.0,-178.95556928220637,-165.19118418868877,13.764385093517603
184,B699,B723,TransnetBW,TransnetBW,0.0,0.0,0.0,-348.7485524860815,-304.73357172580427,44.01498076027724
185,B160,B21,TransnetBW,TransnetBW,0.0,0.0,0.0,16329.571773440099,16335.276121033605,5.7043475935061
186,B521,B563,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
187,B441,B167,TransnetBW,TransnetBW,0.0,0.0,0.0,-6589.004497431655,-5820.606759602844,768.3977378288109
188,B134,B116,TenneT,TenneT,0.0,0.0,0.0,4343.8412183489245,3790.680459416174,-553.1607589327505
189,B490,B542,Amprion,Amprion,0.0,0.0,0.0,-100.84200752759575,190.02630787004657,290.86831539764233
190,B491,B60,Amprion,Amprion,0.0,0.0,0.0,-684.7653671612833,-451.618667366613,233.14669979467027
191,B702,B220,TransnetBW,TransnetBW,0.0,0.0,0.0,16441.772415495798,16350.166435128653,-91.6059803671451
192,B429,B218,Amprion,Amprion,0.0,0.0,0.0,-754.7081199639235,-591.7240825249165,162.984037439007
193,B86,B337,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
194,B3,B2,Amprion,Amprion,0.0,0.0,0.0,-7636.107595600248,-6754.952141421029,881.1554541792184
195,B281,B596,Amprion,Amprion,0.0,0.0,0.0,-4965.437440931136,-5621.440258273225,-656.0028173420887
196,B548,B239,Amprion,Amprion,0.0,0.0,0.0,-746.549086036578,-660.6118197364134,85.93726630016465
197,B313,B696,TenneT,TenneT,0.0,0.0,0.0,281.8622899366398,135.06459007499907,-146.79769986164072
198,B381,B595,TransnetBW,TransnetBW,0.0,0.0,0.0,1804.4929570433437,1967.995514662776,163.5025576194323
199,B169,B170,TransnetBW,TransnetBW,0.0,0.0,0.0,-359.28641189914526,-334.3646076121456,24.921804286999645
200,B646,B534,TenneT,TenneT,0.0,0.0,0.0,32233.12078570063,28497.740388857714,-3735.3803968429165
201,B273,B452,TenneT,TenneT,0.0,0.0,0.0,-8015.014534993301,-7408.988762620513,606.0257723727882
202,B173,B765,TenneT,TenneT,0.0,0.0,0.0,2263.375680883384,2046.0097863301687,-217.3658945532154
203,B301,B694,Amprion,Amprion,0.0,0.0,0.0,1511.026447510045,1200.4497969123809,-310.5766505976642
204,B14,B565,Amprion,Amprion,0.0,0.0,0.0,10.207951406925945,6.552056435747535,-3.6558949711784097
205,B718,B680,TransnetBW,TransnetBW,0.0,0.0,0.0,4.4291709257919685,13.513526124758364,9.084355198966396
206,B703,B570,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
207,B13,B530,TenneT,50Hertz,0.0,0.0,0.0,1729.4012784399465,1007.224839526432,-722.1764389135145
208,B522,B161,TenneT,50Hertz,0.0,0.0,0.0,7240.341954229905,4224.278755075441,-3016.063199154464
209,B316,B314,TenneT,TenneT,0.0,0.0,0.0,-62752.03815859552,-26432.014234374634,36320.023924220885
210,B133,B168,TransnetBW,TransnetBW,0.0,0.0,0.0,-56.49773250243983,-46.22553948476503,10.272193017674802
211,B594,B235,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
212,B756,B16,50Hertz,50Hertz,0.0,0.0,0.0,430.3359608530715,321.688921320055,-108.64703953301654
213,B433,B152,Amprion,Amprion,0.0,0.0,0.0,-7294.306126275229,-5788.4857784798605,1505.8203477953684
214,B356,B357,Amprion,Amprion,0.0,0.0,0.0,883.5634721511527,529.2780697737386,-354.28540237741413
215,B153,B358,Amprion,Amprion,0.0,0.0,0.0,-114.59181708278173,-165.86279818160193,-51.2709810988202
216,B634,B171,TransnetBW,TransnetBW,0.0,0.0,0.0,-956.5438290833696,-916.6707788028826,39.87305028048695
217,B582,B635,TransnetBW,TransnetBW,0.0,0.0,0.0,-3504.9036043957603,-3369.3475254602427,135.5560789355177
218,B560,B356,Amprion,Amprion,0.0,0.0,0.0,371.7836443121524,94.96196325743877,-276.8216810547136
219,B714,B416,TenneT,TenneT,0.0,0.0,0.0,-25502.45378039011,-11199.609815784075,14302.843964606036
220,B23,B390,50Hertz,50Hertz,0.0,0.0,0.0,3299.2668554548945,3018.727752031218,-280.53910342367635
221,B505,B422,TenneT,TenneT,0.0,0.0,0.0,-1578.2212174139734,-1730.471515868842,-152.2502984548687
222,B505,B223,TenneT,TenneT,0.0,0.0,0.0,-1000.8876251065278,-1123.8212267634956,-122.93360165696777
223,B223,B189,TenneT,TenneT,0.0,0.0,0.0,-1919.759504701299,-1966.545169241825,-46.78566454052611
224,B190,B309,Amprion,Amprion,0.0,0.0,0.0,844.7988093434076,738.9328144314685,-105.86599491193908
225,B442,B137,Amprion,Amprion,0.0,0.0,0.0,-3361.7117145567618,-2894.061825637395,467.64988891936673
226,B112,B384,Amprion,Amprion,0.0,0.0,0.0,2561.301372702294,2188.664390770168,-372.63698193212576
227,B112,B384,Amprion,Amprion,0.0,0.0,0.0,2560.765075193857,2188.206117773694,-372.55895742016264
228,B543,B421,TenneT,TenneT,52.0,68.0,16.0,274.85649355447634,1373.0770273361295,1098.220533781653
229,B68,B424,Amprion,Amprion,0.0,0.0,0.0,-0.0,0.0,0.0
230,B424,B351,Amprion,Amprion,0.0,0.0,0.0,-2145.08765184682,-2409.393567089772,-264.3059152429523
231,B627,B401,Amprion,Amprion,0.0,0.0,0.0,-233.86670995524648,-208.69730518088616,25.169404774360316
232,B626,B96,Amprion,Amprion,0.0,0.0,0.0,293.9326759837593,216.65955495030468,-77.2731210334546
233,B627,B199,Amprion,Amprion,0.0,0.0,0.0,633.8547318776945,319.76330767884804,-314.0914241988464
234,B198,B416,TenneT,TenneT,0.0,0.0,0.0,-8141.203720576854,-3655.425294486023,4485.77842609083
235,B348,B542,Amprion,Amprion,0.0,0.0,0.0,72.91891868057762,36.31802232745569,-36.60089635312193
236,B608,B619,TenneT,Amprion,0.0,0.0,0.0,-3820.28360331711,-4010.0113769852846,-189.72777366817445
237,B245,B713,Amprion,Amprion,0.0,0.0,0.0,47523.84152369989,38510.72684936261,-9013.114674337281
238,B231,B163,Amprion,Amprion,0.0,0.0,0.0,-19896.373230704376,-16714.473704634005,3181.8995260703705
239,B385,B105,TransnetBW,TransnetBW,0.0,0.0,0.0,-263.247711448628,-137.16081388351873,126.0868975651093
240,B200,B689,TransnetBW,TransnetBW,0.0,0.0,0.0,-31405.764596552457,-30608.87683219721,796.8877643552478
241,B176,B564,Amprion,Amprion,0.0,0.0,0.0,1980.412292743164,277.3333728573249,-1703.0789198858392
242,B595,B202,TransnetBW,TransnetBW,0.0,0.0,0.0,1094.666977950754,1164.533514939742,69.86653698898795
243,B317,B432,50Hertz,50Hertz,0.0,0.0,0.0,366.5884821267065,357.22470542828694,-9.363776698419542
244,B81,B494,Amprion,Amprion,0.0,0.0,0.0,-20.438019373167485,-14.103755873580214,6.334263499587271
245,B194,B60,Amprion,Amprion,0.0,0.0,0.0,-135.6123830549816,-144.789468510187,-9.1770854552054
246,B625,B339,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
247,B122,B427,Amprion,Amprion,0.0,0.0,0.0,-70.27297101059682,-283.22799602225086,-212.95502501165404
248,B643,B428,Amprion,Amprion,0.0,0.0,0.0,-684.3387520172314,-1175.533733085733,-491.19498106850165
249,B644,B215,Amprion,Amprion,0.0,0.0,0.0,200982.80487570184,166494.01170482952,-34488.79317087232
