Line,From_bus,To_bus,From_zone,To_zone,PreStructuralHoursBinding,StructuralHoursBinding,DeltaHoursBinding,PreStructuralCongestionRent,StructuralCongestionRent,DeltaCongestionRent
832,B675,B182,TenneT,TenneT,0.0,0.0,0.0,-144.39145083762367,-149.43997210304005,-5.048521265416383
833,B652,B510,TransnetBW,TransnetBW,0.0,0.0,0.0,-287.9351011867296,-321.37601472044605,-33.44091353371647
834,B118,B510,TransnetBW,TransnetBW,0.0,0.0,0.0,-0.0,-0.0,0.0
835,B670,B112,Amprion,Amprion,0.0,0.0,0.0,-4084.2593676557294,-3563.935586356628,520.3237812991015
836,B664,B451,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
837,B656,B393,TenneT,Amprion,0.0,0.0,0.0,4783.686981405422,4000.0050127008126,-783.6819687046091
838,B1,B106,TransnetBW,TransnetBW,0.0,0.0,0.0,19303.550384574053,18933.45624789402,-370.09413668003253
839,B708,B261,TenneT,TenneT,0.0,0.0,0.0,2521.0627252349504,2490.2669538639148,-30.7957713710357
840,B123,B643,Amprion,Amprion,0.0,0.0,0.0,-9.503516036824287,-92.76049369360884,-83.25697765678456
841,B127,B283,TenneT,TenneT,0.0,0.0,0.0,-2.4093486562936294e-13,-1.4632687368318017e-13,9.460799194618277e-14
842,B296,B128,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
843,B567,B177,TenneT,TenneT,0.0,0.0,0.0,2493.490993854195,2018.7456733268905,-474.74532052730456
844,B765,B567,TenneT,TenneT,0.0,0.0,0.0,2633.3075112253487,2068.995098747906,-564.3124124774426
845,B785,B551,TenneT,TenneT,0.0,0.0,0.0,3446.0025378020537,4962.11744381009,1516.114906008036
846,B177,B544,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
847,B606,B173,TenneT,TenneT,0.0,0.0,0.0,8323.128052515958,7271.022998115442,-1052.1050544005166
848,B134,B430,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
849,B544,B324,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
850,B398,B135,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
851,B667,B136,Amprion,Amprion,0.0,0.0,0.0,-1265.198024373695,-1098.5390624933848,166.65896188031024
852,B469,B138,Amprion,Amprion,0.0,0.0,0.0,-0.0,0.0,0.0
853,B470,B138,Amprion,Amprion,0.0,0.0,0.0,-139.0118965581062,-109.92569126607269,29.08620529203351
854,B140,B743,Amprion,Amprion,0.0,0.0,0.0,-90.51291597266493,-81.50831146444928,9.00460450821565
855,B141,B142,Amprion,Amprion,0.0,0.0,0.0,-448.8106761771859,-377.87840551321966,70.93227066396622
856,B532,B178,50Hertz,50Hertz,0.0,0.0,0.0,451.3138104272886,458.2122977679097,6.898487340621102
857,B787,B266,Amprion,Amprion,0.0,0.0,0.0,-1743.5854651947654,-1336.8975983064365,406.6878668883289
858,B477,B143,TenneT,TenneT,55.0,64.0,9.0,2628.8471463668,4691.6736223627395,2062.8264759959393
859,B547,B144,TenneT,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
860,B246,B480,TransnetBW,Amprion,0.0,0.0,0.0,-19760.446677247517,-16407.797463957973,3352.6492132895437
861,B493,B59,Amprion,Amprion,0.0,0.0,0.0,-0.4953532023106076,-0.34504340760256325,0.15030979470804434
862,B494,B411,Amprion,Amprion,0.0,0.0,0.0,-0.7100724033666979,-0.49591800862877966,0.2141543947379182
863,B644,B146,Amprion,Amprion,0.0,0.0,0.0,6331.674532913559,6302.243900722846,-29.430632190713368
864,B502,B150,Amprion,Amprion,0.0,0.0,0.0,-148.38505909553228,-113.7578789052615,34.62718019027078
865,B433,B557,Amprion,Amprion,0.0,0.0,0.0,-17424.620770277506,-14239.920840149818,3184.6999301276883
866,B428,B153,Amprion,Amprion,0.0,0.0,0.0,-659.3677647994865,-626.5560478889869,32.81171691049963
867,B233,B155,50Hertz,50Hertz,0.0,0.0,0.0,-0.2608176853891187,-0.0490031307230314,0.2118145546660873
868,B158,B159,50Hertz,50Hertz,0.0,0.0,0.0,1089.0517833335678,1065.3587623801354,-23.693020953432324
869,B179,B686,50Hertz,50Hertz,0.0,0.0,0.0,75.68226228186839,70.05962594670827,-5.622636335160124
870,B381,B160,TransnetBW,TransnetBW,0.0,0.0,0.0,5526.978474211712,5537.637875999523,10.659401787811476
871,B521,B449,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
872,B146,B644,Amprion,Amprion,0.0,0.0,0.0,6333.892803997774,6304.451860928869,-29.440943068904744
873,B21,B631,TransnetBW,TransnetBW,0.0,0.0,0.0,23646.055873128138,23322.536670746787,-323.5192023813506
874,B144,B552,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
875,B683,B707,TransnetBW,TransnetBW,0.0,0.0,0.0,-557.1262471218129,-576.3183556223986,-19.192108500585732
876,B778,B143,TenneT,TenneT,0.0,0.0,0.0,638.3258397687075,-423.9955526784536,-1062.321392447161
877,B279,B476,TenneT,TenneT,0.0,0.0,0.0,-5697.822197511979,-8884.06788917646,-3186.2456916644815
878,B274,B375,Amprion,Amprion,0.0,0.0,0.0,-953.8304019463535,-2355.523044994081,-1401.6926430477274
879,B169,B114,TransnetBW,TransnetBW,0.0,0.0,0.0,-133.94008336314022,-124.65431548110878,9.285767882031436
880,B585,B584,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
881,B236,B55,Amprion,Amprion,0.0,0.0,0.0,887.7426993612695,650.3834164992604,-237.35928286200908
882,B266,B442,Amprion,Amprion,0.0,0.0,0.0,-824.9563266693565,-775.9656976359562,48.990629033400296
883,B174,B323,Amprion,Amprion,0.0,0.0,0.0,-607.1705651446523,-493.13555765522653,114.03500748942577
884,B225,B679,TransnetBW,TransnetBW,0.0,0.0,0.0,-229.2946141924856,-232.14171139563092,-2.8470972031453243
885,B177,B544,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
886,B130,B750,50Hertz,50Hertz,0.0,0.0,0.0,0.4490890959447879,0.3281308069681058,-0.1209582889766821
887,B295,B714,TenneT,TenneT,0.0,0.0,0.0,-16718.596478980773,-7306.8135992143025,9411.78287976647
888,B178,B179,50Hertz,50Hertz,0.0,0.0,0.0,107.6862452209094,101.34079792864772,-6.345447292261682
889,B520,B170,TransnetBW,TransnetBW,0.0,0.0,0.0,-8095.153577671946,-7531.516384587589,563.637193084357
890,B457,B180,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
891,B635,B581,TransnetBW,TransnetBW,0.0,0.0,0.0,7081.053507964337,7123.406795773621,42.353287809283756
892,B133,B579,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
893,B730,B697,TenneT,TenneT,0.0,0.0,0.0,-30.827674088987457,-17.959124023337687,12.86855006564977
894,B731,B730,TenneT,TenneT,0.0,0.0,0.0,-3.0430731156392334,-1.7518888418953755,1.291184273743858
895,B591,B316,TenneT,TenneT,0.0,0.0,0.0,-15115.62205480953,-6398.777569694868,8716.844485114661
896,B733,B732,TenneT,TenneT,0.0,0.0,0.0,-7.742776393452045,-4.228982121360346,3.5137942720916993
897,B181,B476,TenneT,TenneT,0.0,0.0,0.0,-151.26210955690948,-190.38781911828278,-39.1257095613733
898,B727,B182,TenneT,TenneT,0.0,0.0,0.0,1.0095214958588057,2.5800434773649092,1.5705219815061036
899,B389,B183,Amprion,Amprion,0.0,0.0,0.0,20356.95969913509,17298.01324449211,-3058.946454642981
900,B184,B185,Amprion,Amprion,0.0,0.0,0.0,7632.1405376463945,6041.980282855665,-1590.1602547907296
901,B186,B233,50Hertz,50Hertz,0.0,0.0,0.0,-14.394046592211655,-14.702629861059657,-0.30858326884800213
902,B187,B130,50Hertz,50Hertz,0.0,0.0,0.0,281.03353901726564,225.3938365867902,-55.63970243047544
903,B144,B354,TenneT,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
904,B434,B188,Amprion,Amprion,0.0,0.0,0.0,-739.165935345893,-649.5004552624785,89.66548008341454
905,B603,B615,TenneT,TenneT,0.0,0.0,0.0,-926.1517173342435,-4923.435120354397,-3997.283403020154
906,B475,B772,TenneT,TenneT,0.0,0.0,0.0,-687.5824484825457,-3940.280041688332,-3252.6975932057862
907,B381,B600,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
908,B189,B181,TenneT,TenneT,0.0,0.0,0.0,-458.72208367587706,-471.47003640425913,-12.747952728382074
909,B309,B190,Amprion,Amprion,0.0,0.0,0.0,849.7672777025377,743.2786589892739,-106.4886187132638
910,B109,B190,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
911,B191,B427,Amprion,Amprion,0.0,0.0,0.0,-213.02821306400614,-184.50418038796852,28.52403267603762
912,B129,B428,Amprion,Amprion,0.0,0.0,0.0,-1193.6697454119312,-1071.059485785686,122.61025962624512
913,B192,B193,50Hertz,50Hertz,0.0,0.0,0.0,130.0225370651567,111.73297763218444,-18.28955943297227
914,B90,B120,TransnetBW,TransnetBW,0.0,0.0,0.0,1851.2977174628634,1741.552076359587,-109.74564110327628
915,B196,B627,Amprion,Amprion,0.0,0.0,0.0,1764.8798487207432,-82.97932673047872,-1847.859175451222
916,B161,B572,50Hertz,50Hertz,0.0,0.0,0.0,372.15130841232815,161.6105148859082,-210.54079352641995
917,B401,B199,Amprion,Amprion,0.0,0.0,0.0,292.755645844018,131.89703153783046,-160.85861430618752
918,B232,B728,Amprion,Amprion,0.0,0.0,0.0,-36266.74549434461,-31767.327785591748,4499.417708752859
919,B151,B622,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
920,B100,B99,Amprion,Amprion,0.0,0.0,0.0,-164.06445874072148,-98.46949589498419,65.59496284573729
921,B196,B526,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
922,B770,B201,50Hertz,50Hertz,0.0,0.0,0.0,3644.703733168871,3191.6496145915035,-453.0541185773677
923,B203,B204,TransnetBW,TransnetBW,0.0,0.0,0.0,927.3545721951008,915.289790367203,-12.064781827897832
924,B203,B204,TransnetBW,TransnetBW,0.0,0.0,0.0,929.3724175048206,917.2813837295491,-12.091033775271512
925,B759,B5,50Hertz,50Hertz,0.0,0.0,0.0,202.39650644610867,177.64395166967316,-24.752554776435517
926,B178,B607,50Hertz,50Hertz,0.0,0.0,0.0,5925.962214701517,5666.763283471016,-259.19893123050133
927,B344,B205,Amprion,Amprion,0.0,0.0,0.0,5576.403284288165,4865.146594724896,-711.256689563269
928,B783,B207,Amprion,Amprion,0.0,0.0,0.0,-1.5955294636367456,-0.8365486326381945,0.7589808309985512
929,B784,B194,Amprion,Amprion,0.0,0.0,0.0,-0.22288015688544693,-0.09581968597518291,0.127060470910264
930,B81,B494,Amprion,Amprion,0.0,0.0,0.0,-40.60635100862455,-28.02140711807075,12.584943890553799
931,B207,B542,Amprion,Amprion,0.0,0.0,0.0,75.26702214901977,38.151845296745584,-37.11517685227418
932,B428,B196,Amprion,Amprion,0.0,0.0,0.0,-728.290965278187,-1620.7073334630027,-892.4163681848157
933,B208,B431,TransnetBW,TransnetBW,0.0,0.0,0.0,-0.6835197077055842,-1.856306276257699,-1.1727865685521146
934,B180,B209,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
935,B209,B700,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
936,B364,B308,TransnetBW,TransnetBW,0.0,0.0,0.0,-60132.005499803316,-50470.40987404161,9661.595625761707
937,B616,B210,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
938,B135,B214,Amprion,Amprion,0.0,0.0,0.0,-126711.93174036434,-108746.015874695,17965.915865669333
939,B472,B614,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
940,B217,B216,Amprion,Amprion,0.0,0.0,0.0,12739.850052462054,10454.547697595208,-2285.302354866846
941,B320,B433,Amprion,Amprion,0.0,0.0,0.0,-12.919835591888015,-9.882010832394077,3.0378247594939385
942,B651,B303,50Hertz,50Hertz,0.0,0.0,0.0,11.160627712472419,-0.9530662773246928,-12.113693989797111
943,B203,B219,TransnetBW,TransnetBW,0.0,0.0,0.0,3123.423268799283,3065.2187980451185,-58.204470754164504
944,B219,B220,TransnetBW,TransnetBW,0.0,0.0,0.0,30943.68177380107,30361.98185777978,-581.6999160212872
945,B115,B208,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0021340316585628447,-0.2655230967249378,-0.26765712838350064
946,B624,B202,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
947,B26,B27,TransnetBW,TransnetBW,0.0,0.0,0.0,-8.511871250248285,-5.865740777401684,2.6461304728466013
948,B294,B223,TenneT,TenneT,0.0,0.0,0.0,-1771.1307489600626,-1627.7602587006127,143.37049025944998
949,B733,B731,TenneT,TenneT,0.0,0.0,0.0,-28.258819654841542,-15.782373180376423,12.476446474465119
950,B514,B255,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
951,B60,B667,Amprion,Amprion,0.0,0.0,0.0,-387.7733663261905,-457.62252157017065,-69.84915524398014
952,B671,B768,50Hertz,50Hertz,0.0,0.0,0.0,1074.3832713466065,877.8377529594636,-196.54551838714292
953,B128,B423,Amprion,Amprion,0.0,0.0,0.0,-53.155661801269375,-41.34163710240121,11.814024698868167
954,B636,B759,50Hertz,50Hertz,0.0,0.0,0.0,1983.8461053562462,3030.7119700327066,1046.8658646764604
955,B308,B370,TransnetBW,TransnetBW,0.0,0.0,0.0,-6798.613733012612,-5402.569923354343,1396.0438096582693
956,B437,B228,50Hertz,50Hertz,0.0,0.0,0.0,-1.7235470038129156e-12,-6.763476515578255e-13,1.04719935225509e-12
957,B661,B303,50Hertz,50Hertz,0.0,0.0,0.0,-11.083342471894099,-15.621665805433846,-4.538323333539747
958,B661,B574,50Hertz,50Hertz,0.0,0.0,0.0,-167.16817268441272,-142.94748142014186,24.22069126427087
959,B493,B145,Amprion,Amprion,0.0,0.0,0.0,86.14175367774473,26.6900043965858,-59.45174928115893
960,B467,B229,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
961,B557,B230,Amprion,Amprion,133.0,131.0,-2.0,1488772.2165516026,1210244.342709862,-278527.87384174066
962,B302,B232,Amprion,Amprion,0.0,0.0,0.0,-6079.487372467351,-5250.9469752670975,828.5403972002532
963,B673,B187,50Hertz,50Hertz,0.0,0.0,0.0,3570.8224733234647,2910.6800779737787,-660.142395349686
964,B591,B295,TenneT,TenneT,0.0,0.0,0.0,-6149.2178681429505,-2625.045621052269,3524.1722470906816
965,B543,B224,TenneT,TenneT,0.0,0.0,0.0,106.8266455824021,-136.06597200074188,-242.892617583144
966,B237,B394,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
967,B239,B240,Amprion,Amprion,0.0,0.0,0.0,534.9414488546171,406.96101410095963,-127.98043475365745
968,B612,B241,Amprion,Amprion,0.0,0.0,0.0,3566.1563532373716,2810.299094110103,-755.8572591272687
969,B152,B464,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
970,B392,B417,TransnetBW,TransnetBW,0.0,0.0,0.0,-10.116848974185903,-9.327022686572132,0.7898262876137707
971,B242,B6,50Hertz,50Hertz,0.0,0.0,0.0,277.63307531159506,228.76046443883874,-48.872610872756326
972,B498,B243,TenneT,TenneT,0.0,0.0,0.0,1629.330166490942,1420.6726362397803,-208.6575302511617
973,B638,B621,TransnetBW,TransnetBW,0.0,0.0,0.0,3371.212680535727,3371.378121754937,0.16544121921015176
974,B64,B245,Amprion,Amprion,0.0,0.0,0.0,2921.442038880693,2375.554257894657,-545.887780986036
975,B166,B96,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
976,B746,B490,Amprion,Amprion,0.0,0.0,0.0,529.0564021887141,905.4049502970464,376.34854810833235
977,B491,B248,Amprion,Amprion,0.0,0.0,0.0,-438.4263017885017,-383.8387601995806,54.58754158892111
978,B768,B673,50Hertz,50Hertz,0.0,0.0,0.0,5142.303055189993,4153.755802288513,-988.5472529014796
979,B575,B165,50Hertz,50Hertz,0.0,0.0,0.0,-0.0,-0.0,0.0
980,B142,B149,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
981,B283,B127,TenneT,TenneT,0.0,0.0,0.0,-2.397677609470201e-13,-1.456180564724285e-13,9.41497044745916e-14
982,B380,B127,TenneT,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
983,B497,B687,Amprion,Amprion,0.0,0.0,0.0,-89.01833343249612,-72.50778408654708,16.510549345949045
984,B617,B199,Amprion,Amprion,0.0,0.0,0.0,9363.322066290793,5124.216618745448,-4239.105447545346
985,B249,B250,Amprion,Amprion,0.0,0.0,0.0,180249.64103463598,150667.1251647044,-29582.51586993158
986,B250,B215,Amprion,Amprion,0.0,0.0,0.0,23553.755038747167,19594.034362441584,-3959.7206763055838
987,B720,B251,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
988,B715,B720,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
989,B715,B720,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
990,B715,B720,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
991,B715,B720,Amprion,Amprion,0.0,0.0,0.0,-0.0,-0.0,0.0
992,B584,B715,Amprion,Amprion,0.0,0.0,0.0,1.4614143503066758e-13,2.5191689160561093e-13,1.0577545657494335e-13
993,B585,B252,Amprion,Amprion,0.0,0.0,0.0,-4.714455901561484e-13,0.0,4.714455901561484e-13
994,B578,B422,TenneT,TenneT,0.0,0.0,0.0,1380.4386122752728,1477.8934093364978,97.45479706122501
995,B728,B345,Amprion,Amprion,0.0,0.0,0.0,-12320.981632794204,-10720.011030699503,1600.9706020947015
996,B181,B476,TenneT,TenneT,0.0,0.0,0.0,-150.7997185302494,-189.80582525740164,-39.00610672715223
997,B189,B729,TenneT,TenneT,0.0,0.0,0.0,-0.0,-0.0,0.0
998,B731,B730,TenneT,TenneT,0.0,0.0,0.0,-3.0467198467410896,-1.7539882549832915,1.2927315917577982
999,B737,B706,TransnetBW,TransnetBW,0.0,0.0,0.0,15056.230267036344,13679.501728450161,-1376.7285385861833
1000,B733,B732,TenneT,TenneT,0.0,0.0,0.0,-7.7062240261832855,-4.209017795927489,3.497206230255797
1001,B236,B712,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
1002,B256,B257,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1003,B721,B532,50Hertz,50Hertz,0.0,0.0,0.0,26.27482483196375,26.940355690401812,0.6655308584380641
1004,B655,B260,TenneT,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1005,B471,B252,Amprion,Amprion,0.0,0.0,0.0,12.133027530537868,8.973845228601206,-3.159182301936662
1006,B261,B82,TenneT,TenneT,0.0,0.0,0.0,198.85563727366548,199.86961302015294,1.0139757464874606
1007,B82,B75,TenneT,TenneT,0.0,0.0,0.0,114.87893707117793,110.56675124823302,-4.312185822944912
1008,B263,B264,Amprion,Amprion,0.0,0.0,0.0,-76.39860975963471,-74.67693114841408,1.721678611220625
1009,B264,B336,Amprion,Amprion,0.0,0.0,0.0,-78.89655314945429,-81.7459103315766,-2.8493571821223043
1010,B267,B745,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
1011,B140,B267,Amprion,Amprion,0.0,0.0,0.0,-88.94002376358885,-76.862260773569,12.077762990019849
1012,B419,B679,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
1013,B268,B488,TransnetBW,TransnetBW,0.0,0.0,0.0,0.0,0.0,0.0
1014,B779,B780,TenneT,TenneT,0.0,0.0,0.0,-1.677539513651342e-14,0.0,1.677539513651342e-14
1015,B779,B780,TenneT,TenneT,0.0,0.0,0.0,-1.6786774990811497e-14,0.0,1.6786774990811497e-14
1016,B270,B287,TransnetBW,TransnetBW,0.0,0.0,0.0,-8774.930053187272,-8478.469588076125,296.46046511114764
1017,B271,B158,50Hertz,50Hertz,0.0,0.0,0.0,41.397556816168425,38.21336511452113,-3.1841917016472934
1018,B183,B344,Amprion,Amprion,0.0,0.0,0.0,29471.94976974958,25244.303807561046,-4227.645962188533
1019,B130,B242,50Hertz,50Hertz,0.0,0.0,0.0,66.35673540658671,54.09297282676567,-12.26376257982104
1020,B79,B21,TransnetBW,TransnetBW,0.0,0.0,0.0,60473.3014883151,59493.09785248384,-980.2036358312544
1021,B94,B22,TransnetBW,TransnetBW,0.0,0.0,0.0,-92.98800031409084,-83.321575911215,9.666424402875833
1022,B139,B138,Amprion,Amprion,0.0,0.0,0.0,-12.732780245804722,-9.650375752227337,3.0824044935773856
1023,B49,B48,Amprion,Amprion,0.0,0.0,0.0,-88.00783566907755,-88.5132099303253,-0.5053742612477521
1024,B51,B50,Amprion,Amprion,0.0,0.0,0.0,0.434885264395441,0.343079225312453,-0.09180603908298801
1025,B53,B52,Amprion,Amprion,0.0,0.0,0.0,-0.04773396433829944,-1.4675719783001164,-1.419838013961817
1026,B2,B55,Amprion,Amprion,0.0,0.0,0.0,2343.017016249488,2836.6870276675672,493.6700114180794
1027,B62,B61,Amprion,Amprion,0.0,0.0,0.0,64.40837621132032,40.57519939656193,-23.83317681475839
1028,B130,B233,50Hertz,50Hertz,0.0,0.0,0.0,21.34099307725114,18.106041920207584,-3.2349511570435574
1029,B123,B122,Amprion,Amprion,0.0,0.0,0.0,2.16555461541583,1.2365461034711984,-0.9290085119446316
1030,B125,B124,Amprion,Amprion,0.0,0.0,0.0,-6.3686164603266855,-6.93609757637433,-0.5674811160476443
1031,B141,B140,Amprion,Amprion,0.0,0.0,0.0,16.208244835025823,15.63051800618168,-0.5777268288441437
1032,B157,B156,Amprion,Amprion,0.0,0.0,0.0,-85.6512834123326,-68.00407775999285,17.64720565233975
1033,B179,B159,50Hertz,50Hertz,0.0,0.0,0.0,2.8046811082122973,3.108306846396336,0.3036257381840386
1034,B11,B185,Amprion,Amprion,0.0,0.0,0.0,2490.0135613714324,1971.9023847875233,-518.1111765839091
1035,B187,B186,50Hertz,50Hertz,0.0,0.0,0.0,90.89543666108753,79.22968815427339,-11.66574850681414
1036,B129,B191,Amprion,Amprion,0.0,0.0,0.0,-29.21506989099312,-27.35026835323114,1.8648015377619807
1037,B5,B192,50Hertz,50Hertz,0.0,0.0,0.0,-1.8645132090697578,-1.2557994888418347,0.6087137202279231
1038,B194,B207,Amprion,Amprion,0.0,0.0,0.0,-42.1019078608485,-16.290686918723072,25.811220942125427
1039,B199,B96,Amprion,Amprion,0.0,0.0,0.0,-142.36374257562707,-104.70232207450694,37.66142050112013
1040,B214,B213,Amprion,Amprion,0.0,0.0,0.0,62528.33454814333,49638.321206129556,-12890.013342013772
1041,B148,B147,Amprion,Amprion,0.0,0.0,0.0,234.60031309504637,207.0089788399392,-27.59133425510717
1042,B232,B231,Amprion,Amprion,0.0,0.0,0.0,424.2080991022225,358.8218556109685,-65.38624349125399
1043,B242,B193,50Hertz,50Hertz,0.0,0.0,0.0,8.912553233551659,7.542774385602206,-1.369778847949453
1044,B241,B240,Amprion,Amprion,0.0,0.0,0.0,183.91828915666738,138.65278524136332,-45.265503915304066
1045,B252,B258,Amprion,Amprion,0.0,0.0,0.0,-51.50812631491885,-44.35754826324308,7.150578051675765
1046,B259,B260,50Hertz,50Hertz,0.0,0.0,0.0,-0.0,-0.0,0.0
1047,B265,B263,Amprion,Amprion,0.0,0.0,0.0,-257.5768043309527,-268.5852119645984,-11.008407633645675
1048,B273,B272,TenneT,TenneT,0.0,0.0,0.0,-8323.20684244229,-5203.95466231051,3119.2521801317807
1049,B281,B280,Amprion,Amprion,0.0,0.0,0.0,-1480.8075279201462,-1202.625135764984,278.18239215516223
1050,B284,B283,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
1051,B289,B288,50Hertz,50Hertz,0.0,0.0,0.0,-653.9851834034281,-554.6533330637169,99.3318503397112
1052,B292,B291,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1053,B302,B301,Amprion,Amprion,0.0,0.0,0.0,517.9517622245124,437.26954098519315,-80.68222123931929
1054,B304,B229,Amprion,Amprion,0.0,0.0,0.0,-11798.90698288164,-8883.921441558943,2914.985541322696
1055,B306,B305,50Hertz,50Hertz,0.0,0.0,0.0,1191.0687770409263,1036.5560721821207,-154.5127048588056
1056,B308,B307,TransnetBW,TransnetBW,0.0,0.0,0.0,-671.7041098886122,-605.5399440501097,66.16416583850241
1057,B311,B172,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
1058,B312,B172,TenneT,TenneT,0.0,0.0,0.0,2.3500919670646383e-12,0.0,-2.3500919670646383e-12
1059,B312,B311,TenneT,TenneT,0.0,0.0,0.0,6.20505272622466e-13,0.0,-6.20505272622466e-13
1060,B314,B313,TenneT,TenneT,0.0,0.0,0.0,530.9492448283569,-2.010617426728864,-532.9598622550858
1061,B318,B317,50Hertz,50Hertz,0.0,0.0,0.0,478.1120681924267,407.91729813300475,-70.19477005942196
1062,B320,B151,Amprion,Amprion,0.0,0.0,0.0,-563.8145793022724,-442.5800063577437,121.23457294452868
1063,B322,B37,TransnetBW,TransnetBW,0.0,0.0,0.0,1571.6144954724232,1566.260857328211,-5.353638144212255
1064,B80,B324,TenneT,TenneT,0.0,0.0,0.0,0.0,0.0,0.0
1065,B328,B327,TenneT,TenneT,0.0,0.0,0.0,283.52147005606247,307.3078111917701,23.78634113570763
1066,B331,B330,TransnetBW,TransnetBW,0.0,0.0,0.0,-245.68920357757648,-284.48565161474545,-38.79644803716897
1067,B333,B332,TenneT,TenneT,0.0,0.0,0.0,-30.333620069161903,-26.698370393141186,3.6352496760207167
1068,B355,B354,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
1069,B358,B357,Amprion,Amprion,0.0,0.0,0.0,773.0095489155649,461.49284931261354,-311.51669960295135
1070,B18,B363,TransnetBW,TransnetBW,0.0,0.0,0.0,-149881.2462075836,-147110.67571813485,2770.570489448757
1071,B370,B369,TransnetBW,TransnetBW,0.0,0.0,0.0,-1265.5205943335975,-1275.3858295273515,-9.86523519375396
1072,B375,B374,Amprion,Amprion,0.0,0.0,0.0,0.0,0.0,0.0
1073,B74,B376,Amprion,Amprion,0.0,0.0,0.0,-14.349637019263321,-15.281976029810217,-0.9323390105468956
1074,B378,B377,TransnetBW,TransnetBW,0.0,0.0,0.0,241.68670333535587,239.49533315502666,-2.1913701803292156
1075,B382,B381,TransnetBW,TransnetBW,0.0,0.0,0.0,-54351.674964588645,-53686.70950114233,664.965463446315
1076,B384,B383,Amprion,Amprion,0.0,0.0,0.0,380.13248275362236,411.1604549375714,31.027972183949032
1077,B200,B385,TransnetBW,TransnetBW,0.0,0.0,0.0,11448.570546664856,11238.454944481484,-210.11560218337218
1078,B387,B106,TransnetBW,TransnetBW,0.0,0.0,0.0,8254.173151122592,8312.959863452425,58.78671232983288
1079,B391,B390,50Hertz,50Hertz,0.0,0.0,0.0,564.9087409154495,494.91309707225724,-69.99564384319223
1080,B405,B113,Amprion,Amprion,0.0,0.0,0.0,-288.4030354459833,-167.78525660923253,120.61777883675074
1081,B9,B406,50Hertz,50Hertz,0.0,0.0,0.0,0.0,0.0,0.0
1082,B410,B409,TransnetBW,TransnetBW,0.0,0.0,0.0,421.180085173993,358.0098064342497,-63.17027873974331
1083,B411,B59,Amprion,Amprion,0.0,0.0,0.0,-15.066286139402877,-10.453621881783981,4.612664257618896
1084,B418,B417,TransnetBW,TransnetBW,0.0,0.0,0.0,1938.3734240771626,1856.8035051401148,-81.56991893704776
