Bus_id,Zone_id,Load_share_old,Demand (MW)_old,Load_share_new,Demand (MW)_new,delta_share,abs_delta_share,delta_demand_mw
B90,TransnetBW,0.0056625136228177,54.975929135531416,8.013639403375531e-05,0.7780242155752218,-0.005582377228783945,0.005582377228783945,-54.197904919956194
B305,50Hertz,0.006809340548705,114.47066637638804,0.0012272675926283,20.631386864185117,-0.005582072956076701,0.005582072956076701,-93.83927951220292
B406,50Hertz,0.0092173873252727,154.9519313693146,0.0036450085302313,61.27561875026961,-0.0055723787950414,0.0055723787950414,-93.67631261904498
B21,TransnetBW,0.0061616338010261,59.82176216571303,0.0006071848105593,5.8950055295182455,-0.005554448990466801,0.005554448990466801,-53.92675663619479
B495,Amprion,0.002784846987109,75.80283877736197,0.0083355356810421,226.891197354048,0.005550688693933099,0.005550688693933099,151.088358576686
B43,TransnetBW,0.0063192293423494,61.35181787753568,0.0008137530171868,7.900524605612433,-0.0055054763251626,0.0055054763251626,-53.45129327192325
B315,TenneT,0.0056979132050432,130.53235403169523,0.0001938049995765,4.439839974299357,-0.0055041082054667,0.0055041082054667,-126.09251405739587
B653,TransnetBW,0.0073221863209748,71.08927644376502,0.0018266467961041,17.73445708167593,-0.0054955395248707,0.0054955395248707,-53.35481936208909
B328,TenneT,0.0063900939750928,146.38938485660654,0.0009148933369606,20.959108477764534,-0.0054752006381322,0.0054752006381322,-125.43027637884201
B342,Amprion,0.0026311836198068,71.62016033523714,0.0080982536055146,220.4324385787062,0.0054670699857078,0.0054670699857078,148.81227824346905
B178,50Hertz,0.0083952815559834,141.13165103977275,0.0029387531994512,49.40288044793167,-0.005456528356532199,0.005456528356532199,-91.72877059184108
B379,TransnetBW,0.0063345560934561,61.50062147234232,0.011789839200857,114.46460134132047,0.005455283107400899,0.005455283107400899,52.96397986897816
B765,TenneT,0.0054521214577013,124.9015600501881,0.0,0.0,-0.0054521214577013,0.0054521214577013,-124.9015600501881
B161,50Hertz,0.0078098119310159,131.2894207042812,0.0023960284532613,40.27922700293982,-0.0054137834777546,0.0054137834777546,-91.0101937013414
B692,TenneT,0.0083997753360606,192.42877321874573,0.0030423411070362,69.69638395287201,-0.0053574342290244,0.0053574342290244,-122.73238926587372
B595,TransnetBW,0.0053633754308807,52.07167121456349,0.0107063416793719,103.94519477960264,0.0053429662484912,0.0053429662484912,51.87352356503916
B42,TenneT,0.0061773929459509,141.51665952020142,0.0008377927995548,19.192827686443035,-0.0053396001463961,0.0053396001463961,-122.32383183375838
B331,TransnetBW,0.006822680628342,66.2397005504163,0.0014989305736852,14.552742207266917,-0.0053237500546568,0.0053237500546568,-51.686958343149385
B337,Amprion,0.002552510520713,69.47869824617854,0.0078725492565609,214.28882262627428,0.005320038735847901,0.005320038735847901,144.81012438009574
B106,TransnetBW,0.0071395867828061,69.3164631775695,0.0018199055094793,17.669007615158115,-0.0053196812733268,0.0053196812733268,-51.64745556241139
B325,TenneT,0.004879448176314,111.7823023815424,0.0101872357889721,233.37734724240525,0.005307787612658101,0.005307787612658101,121.59504486086286
B723,TransnetBW,0.0068581712960285,66.58427057031763,0.0015578998529911,15.125260197728178,-0.0053002714430374,0.0053002714430374,-51.45901037258945
B732,TenneT,0.0056769449187283,130.05199575416415,0.0003837379884085,8.790976828853394,-0.0052932069303197994,0.0052932069303197994,-121.26101892531076
B110,50Hertz,0.0080322303127102,135.02845830781942,0.0027569334401782,46.34633938415257,-0.005275296872531999,0.005275296872531999,-88.68211892366685
